# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGID	ALIGNMENT
17001	PergeTegu	like, similar to	ɡà	ɡ à	1 7	AX	KA	13	13.K.C 13.A.V	2.0 1.5	0	7452	ɡ à
17002	TogoKan	like, similar to	ɡí+~	ɡ í + ~	1 7 9 0	AX_A	KI_0	16	16.K.C 16.I.V 16._._ 16.0.C	2.0 1.5 0.0 2.0	0	7453	ɡ í + ~
17003	TommoSoTongoTongo	like, similar to	ɡén+í	ɡ é n + í	1 7 4 9 7	AXN_X	KEN_I	17	17.K.C 17.E.V 17.N.c 17._._ 17.I.V	2.0 1.5 0.8 0.0 1.5	0	7447	ɡ é n + í
17004	YandaDom	like, similar to	jɛ̀ŋ	j ɛ̀ ŋ	6 7 4	AXN	JEN	19	19.J.C 19.E.V 19.N.c	2.0 1.5 0.8	0	7446	j ɛ̀ ŋ
17005	YornoSo	like, similar to	ɡín	ɡ í n	1 7 4	AXN	KIN	20	20.K.C 20.I.V 20.N.c	2.0 1.5 0.8	0	7447	ɡ í n - -
17006	YornoSo	like, similar to	ŋín	ŋ í n	4 7 4	AXN	NIN	20	20.N.C 20.I.V 20.N.c	2.0 1.5 0.8	0	7457	ŋ í n
#
15114	BankanTey	limp, walk with a limp	tí.ír.∼+í	t íí r ∼ + í	1 7 5 4 9 7	AXLN_X	TIR9_I	1	1.T.C 1.I.V 1.R.c 1.9.c 1._._ 1.I.V	2.0 1.5 1.1 0.8 0.0 1.5	0	7458	t íí r ∼ + í
15115	BenTey	limp, walk with a limp	téɡ+é	t é ɡ + é	1 7 1 9 7	AXN_X	TEK_E	2	2.T.C 2.E.V 2.K.c 2._._ 2.E.V	2.0 1.5 0.8 0.0 1.5	1	7459	t é - ɡ + é
15116	Bunoge	limp, walk with a limp	tíŋ+ó+dʒè	t í ŋ + ó + d ʒ è	1 7 4 9 7 9 1 3 7	AXN_X_ACX	TIN_U_TSE	4	4.T.C 4.I.V 4.N.c 4._._ 4.U.V 4._._ 4.T.C 4.S.C 4.E.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5 1.5	0	7461	t í ŋ + ó + d ʒ è
15117	DogulDomKundialang	limp, walk with a limp	téɡ+è	t é ɡ + è	1 7 1 9 7	AXN_X	TEK_E	6	6.T.C 6.E.V 6.K.c 6._._ 6.E.V	2.0 1.5 0.8 0.0 1.5	0	7459	t é - ɡ + è
15118	DonnoSo	limp, walk with a limp	téɡ+è	t é ɡ + è	1 7 1 9 7	AXN_X	TEK_E	7	7.T.C 7.E.V 7.K.c 7._._ 7.E.V	2.0 1.5 0.8 0.0 1.5	0	7459	t é - ɡ + è
15119	JamsayGourou	limp, walk with a limp	téɡ+é	t é ɡ + é	1 7 1 9 7	AXN_X	TEK_E	9	9.T.C 9.E.V 9.K.c 9._._ 9.E.V	2.0 1.5 0.8 0.0 1.5	1	7459	t é - ɡ + é
15120	JamsayDouentza	limp, walk with a limp	kɔ́.ɔ́t+é+ɡé	k ɔ́ɔ́ t + é + ɡ é	1 7 1 9 7 9 1 7	AXN_X_AX	KUT_E_KE	8	8.K.C 8.U.V 8.T.c 8._._ 8.E.V 8._._ 8.K.C 8.E.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5	0	7464	k ɔ́ɔ́ t + é + ɡ é - - -
15121	Mombo	limp, walk with a limp	téɡ+é	t é ɡ + é	1 7 1 9 7	AXN_X	TEK_E	10	10.T.C 10.E.V 10.K.c 10._._ 10.E.V	2.0 1.5 0.8 0.0 1.5	0	7459	t é - ɡ + é
15122	Mombo	limp, walk with a limp	tí.íl+è	t íí l + è	1 7 5 9 7	AXN_X	TIL_E	10	10.T.C 10.I.V 10.L.c 10._._ 10.E.V	2.0 1.5 0.8 0.0 1.5	1	7478	t íí l + è
15123	BonduSoNajamba	limp, walk with a limp	tèŋ.ɡ+è	t è ŋ ɡ + è	1 7 4 1 9 7	AXLN_X	TENK_E	3	3.T.C 3.E.V 3.N.c 3.K.c 3._._ 3.E.V	2.0 1.5 1.1 0.8 0.0 1.5	0	7459	t è ŋ ɡ + è
15124	BonduSoNajamba	limp, walk with a limp	ɡàl+á+ɡíj+ɛ́	ɡ à l + á + ɡ í j + ɛ́	1 7 5 9 7 9 1 7 6 9 7	AXN_X_AXN_X	KAL_A_KIJ_E	3	3.K.C 3.A.V 3.L.c 3._._ 3.A.V 3._._ 3.K.C 3.I.V 3.J.c 3._._ 3.E.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5 0.8 0.0 1.5	0	7464	ɡ à l + á + ɡ í j + ɛ́
15125	Nanga	limp, walk with a limp	téɡ+é	t é ɡ + é	1 7 1 9 7	AXN_X	TEK_E	11	11.T.C 11.E.V 11.K.c 11._._ 11.E.V	2.0 1.5 0.8 0.0 1.5	1	7459	t é - ɡ + é
15126	Penange	limp, walk with a limp	téŋ.ɡ+éŋk+án+í	t é ŋ ɡ + é ŋ k + á n + í	1 7 4 1 9 7 4 1 9 7 4 9 7	AXLN_XLN_XN_X	TENK_ENK_AN_I	12	12.T.C 12.E.V 12.N.c 12.K.c 12._._ 12.E.V 12.N.c 12.K.c 12._._ 12.A.V 12.N.c 12._._ 12.I.V	2.0 1.5 1.1 0.8 0.0 1.5 1.1 0.8 0.0 1.5 0.8 0.0 1.5	0	7468	t é ŋ ɡ + é ŋ k + á n + í
15127	PergeTegu	limp, walk with a limp	kúw+ɔ́+téɡ+é	k ú w + ɔ́ + t é ɡ + é	1 7 6 9 7 9 1 7 1 9 7	AXN_X_AXN_X	KYW_U_TEK_E	13	13.K.C 13.Y.V 13.W.c 13._._ 13.U.V 13._._ 13.T.C 13.E.V 13.K.c 13._._ 13.E.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5 0.8 0.0 1.5	0	7469	k ú w + ɔ́ + t é ɡ + é
15128	TebulUre	limp, walk with a limp	téɡ+é	t é ɡ + é	1 7 1 9 7	AXN_X	TEK_E	14	14.T.C 14.E.V 14.K.c 14._._ 14.E.V	2.0 1.5 0.8 0.0 1.5	1	7459	t é - ɡ + é
15129	Tiranige	limp, walk with a limp	tíŋ.ɡ+ó	t í ŋ ɡ + ó	1 7 4 1 9 7	AXLN_X	TINK_U	15	15.T.C 15.I.V 15.N.c 15.K.c 15._._ 15.U.V	2.0 1.5 1.1 0.8 0.0 1.5	1	7459	t í ŋ ɡ + ó
15130	TogoKan	limp, walk with a limp	kúw+ɔ́+téɡ+é	k ú w + ɔ́ + t é ɡ + é	1 7 6 9 7 9 1 7 1 9 7	AXN_X_AXN_X	KYW_U_TEK_E	16	16.K.C 16.Y.V 16.W.c 16._._ 16.U.V 16._._ 16.T.C 16.E.V 16.K.c 16._._ 16.E.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5 0.8 0.0 1.5	0	7469	k ú w + ɔ́ + t é ɡ + é
15131	TommoSoTongoTongo	limp, walk with a limp	ánút+é+ɡé	á n ú t + é + ɡ é	7 4 7 1 9 7 9 1 7	XBYN_X_AX	ANYT_E_KE	17	17.A.V 17.N.C 17.Y.V 17.T.c 17._._ 17.E.V 17._._ 17.K.C 17.E.V	1.5 1.75 1.3 0.8 0.0 1.5 0.0 2.0 1.5	0	7473	á n ú t + é + ɡ é
15132	ToroTegu	limp, walk with a limp	tíŋ+ú+nó	t í ŋ + ú + n ó	1 7 4 9 7 9 4 7	AXN_X_AX	TIN_Y_NU	18	18.T.C 18.I.V 18.N.c 18._._ 18.Y.V 18._._ 18.N.C 18.U.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5	0	7474	t í ŋ + ú + n ó
15133	YandaDom	limp, walk with a limp	téɡ+é	t é ɡ + é	1 7 1 9 7	AXN_X	TEK_E	19	19.T.C 19.E.V 19.K.c 19._._ 19.E.V	2.0 1.5 0.8 0.0 1.5	1	7459	t é - ɡ + é
15134	YornoSo	limp, walk with a limp	téɡ+é	t é ɡ + é	1 7 1 9 7	AXN_X	TEK_E	20	20.T.C 20.E.V 20.K.c 20._._ 20.E.V	2.0 1.5 0.8 0.0 1.5	1	7459	t é - ɡ + é
15135	YornoSo	limp, walk with a limp	kúb+ɔ́+téɡ+é	k ú b + ɔ́ + t é ɡ + é	1 7 1 9 7 9 1 7 1 9 7	AXN_X_AXN_X	KYP_U_TEK_E	20	20.K.C 20.Y.V 20.P.c 20._._ 20.U.V 20._._ 20.T.C 20.E.V 20.K.c 20._._ 20.E.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5 0.8 0.0 1.5	0	7469	k ú b + ɔ́ + t é ɡ + é
#
14217	BenTey	line (shape)	sìwá.à	s ì w á à	3 7 6 7 7	AXBYZ	SIWAA	2	2.S.C 2.I.V 2.W.C 2.A.V 2.A.V	2.0 1.5 1.75 1.3 0.8	1	7479	s ì w á à
14218	Bunoge	line (shape)	sídʒù	s í d ʒ ù	3 7 1 3 7	AXBCZ	SITSY	4	4.S.C 4.I.V 4.T.C 4.S.C 4.Y.V	2.0 1.5 1.75 1.5 0.8	0	7480	s í d ʒ - ù
14219	DogulDomBendiely	line (shape)	sìzí+ŋ	s ì z í + ŋ	3 7 3 7 9 4	AXBZ_A	SISI_N	5	5.S.C 5.I.V 5.S.C 5.I.V 5._._ 5.N.C	2.0 1.5 1.75 0.8 0.0 2.0	0	7482	s ì z í + ŋ
14221	Mombo	line (shape)	ódʒí	ó d ʒ í	7 1 3 7	XBCZ	UTSI	10	10.U.V 10.T.C 10.S.C 10.I.V	1.5 1.75 1.5 0.8	0	7483	ó d ʒ í
14222	BonduSoNajamba	line (shape)	sìdʒò.ó	s ì d ʒ ò ó	3 7 1 3 7 7	AXBCYZ	SITSUU	3	3.S.C 3.I.V 3.T.C 3.S.C 3.U.V 3.U.V	2.0 1.5 1.75 1.5 1.3 0.8	0	7480	s ì d ʒ ò ó
14223	Nanga	line (shape)	sìwâ	s ì w â	3 7 6 7	AXBZ	SIWA	11	11.S.C 11.I.V 11.W.C 11.A.V	2.0 1.5 1.75 0.8	1	7479	s ì w - â
14224	Penange	line (shape)	dí.ídì	d íí d ì	1 7 1 7	AXBZ	TITI	12	12.T.C 12.I.V 12.T.C 12.I.V	2.0 1.5 1.75 0.8	0	7485	d íí d ì
14225	Tiranige	line (shape)	sídʒí	s í d ʒ í	3 7 1 3 7	AXBCZ	SITSI	15	15.S.C 15.I.V 15.T.C 15.S.C 15.I.V	2.0 1.5 1.75 1.5 0.8	0	7480	s í d ʒ - í
14226	TogoKan	line (shape)	sìdʒé	s ì d ʒ é	3 7 1 3 7	AXBCZ	SITSE	16	16.S.C 16.I.V 16.T.C 16.S.C 16.E.V	2.0 1.5 1.75 1.5 0.8	0	7480	s ì d ʒ - é
14227	TommoSoTongoTongo	line (shape)	sìdú	s ì d ú	3 7 1 7	AXBZ	SITY	17	17.S.C 17.I.V 17.T.C 17.Y.V	2.0 1.5 1.75 0.8	0	7480	s ì d - - ú
14228	YornoSo	line (shape)	sìdʒí	s ì d ʒ í	3 7 1 3 7	AXBCZ	SITSI	20	20.S.C 20.I.V 20.T.C 20.S.C 20.I.V	2.0 1.5 1.75 1.5 0.8	0	7480	s ì d ʒ - í
#
2317	BankanTey	lip (of mouth)	mbù.ù+nà+má.à	m b ùù + n à + m á à	4 1 7 9 4 7 9 4 7 7	ACZ_AX_AXZ	MPY_NA_MAA	1	1.M.C 1.P.C 1.Y.V 1._._ 1.N.C 1.A.V 1._._ 1.M.C 1.A.V 1.A.V	2.0 1.5 0.8 0.0 2.0 1.5 0.0 2.0 1.5 0.8	0	7486	m b ùù + n à + m á à
2318	BenTey	lip (of mouth)	mò.ònà+w.∼á.à	m òò n à + w ∼ á à	4 7 4 7 9 6 4 7 7	AXBZ_ACYZ	MUNA_W9AA	2	2.M.C 2.U.V 2.N.C 2.A.V 2._._ 2.W.C 2.9.C 2.A.V 2.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.3 0.8	0	7487	m òò n à + w ∼ á à
2319	DogulDomBendiely	lip (of mouth)	kɛ̀n+nùná+má	k ɛ̀ n + n ù n á + m á	1 7 4 9 4 7 4 7 9 4 7	AXN_AXBZ_AX	KEN_NYNA_MA	5	5.K.C 5.E.V 5.N.c 5._._ 5.N.C 5.Y.V 5.N.C 5.A.V 5._._ 5.M.C 5.A.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	7489	k ɛ̀ n + n ù n á + m á
2320	JamsayDouentza	lip (of mouth)	kà.ànɔ̀+w.∼ɔ́	k àà n ɔ̀ + w ∼ ɔ́	1 7 4 7 9 6 4 7	AXBZ_ACZ	KANU_W9U	8	8.K.C 8.A.V 8.N.C 8.U.V 8._._ 8.W.C 8.9.C 8.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8	0	7490	k àà n ɔ̀ + w ∼ ɔ́
2321	Mombo	lip (of mouth)	dònì+ɡúdʒú	d ò n ì + ɡ ú d ʒ ú	1 7 4 7 9 1 7 1 3 7	AXBZ_AXBCZ	TUNI_KYTSY	10	10.T.C 10.U.V 10.N.C 10.I.V 10._._ 10.K.C 10.Y.V 10.T.C 10.S.C 10.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 1.5 0.8	0	7491	d ò n ì + ɡ ú d ʒ ú
2322	BonduSoNajamba	lip (of mouth)	ìbìnà+má.à	ì b ì n à + m á à	7 1 7 4 7 9 4 7 7	XBYBZ_AXZ	IPINA_MAA	3	3.I.V 3.P.C 3.I.V 3.N.C 3.A.V 3._._ 3.M.C 3.A.V 3.A.V	1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5 0.8	0	7488	ì b ì n à + m á à
2323	Nanga	lip (of mouth)	nɔ̀.ɔ̀ké+rí	n ɔ̀ɔ̀ k é + r í	4 7 1 7 9 5 7	AXBZ_AX	NUKE_RI	11	11.N.C 11.U.V 11.K.C 11.E.V 11._._ 11.R.C 11.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	7492	n ɔ̀ɔ̀ k é + r í
2324	Nanga	lip (of mouth)	nɔ̀.ɔ̀nà+mâ	n ɔ̀ɔ̀ n à + m â	4 7 4 7 9 4 7	AXBZ_AX	NUNA_MA	11	11.N.C 11.U.V 11.N.C 11.A.V 11._._ 11.M.C 11.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	7489	- - - - n ɔ̀ɔ̀ n à + m â
2325	Penange	lip (of mouth)	dòn+ɡúdʒù	d ò n + ɡ ú d ʒ ù	1 7 4 9 1 7 1 3 7	AXN_AXBCZ	TUN_KYTSY	12	12.T.C 12.U.V 12.N.c 12._._ 12.K.C 12.Y.V 12.T.C 12.S.C 12.Y.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.5 0.8	0	7491	d ò n - + ɡ ú d ʒ ù
2326	TebulUre	lip (of mouth)	mbù+dù+ɡó	m b ù + d ù + ɡ ó	4 1 7 9 1 7 9 1 7	ACZ_AX_AX	MPY_TY_KU	14	14.M.C 14.P.C 14.Y.V 14._._ 14.T.C 14.Y.V 14._._ 14.K.C 14.U.V	2.0 1.5 0.8 0.0 2.0 1.5 0.0 2.0 1.5	0	7494	m b ù + d ù + ɡ ó
2327	Tiranige	lip (of mouth)	tʃɛ̀nì	t ʃ ɛ̀ n ì	1 3 7 4 7	ACXBZ	TSENI	15	15.T.C 15.S.C 15.E.V 15.N.C 15.I.V	2.0 1.5 1.5 1.75 0.8	0	7495	t ʃ ɛ̀ n ì
2328	TommoSoTongoTongo	lip (of mouth)	kɛ̀n+nɛ̀kúú	k ɛ̀ n + n ɛ̀ k úú	1 7 4 9 4 7 1 7	AXN_AXBZ	KEN_NEKY	17	17.K.C 17.E.V 17.N.c 17._._ 17.N.C 17.E.V 17.K.C 17.Y.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	0	7496	k ɛ̀ n + n ɛ̀ k úú
2331	ToroTegu	lip (of mouth)	kàɡù+sú	k à ɡ ù + s ú	1 7 1 7 9 3 7	AXBZ_AX	KAKY_SY	18	18.K.C 18.A.V 18.K.C 18.Y.V 18._._ 18.S.C 18.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	7497	k à ɡ ù + s ú
2332	YornoSo	lip (of mouth)	kɛ̀nɛ́	k ɛ̀ n ɛ́	1 7 4 7	AXBZ	KENE	20	20.K.C 20.E.V 20.N.C 20.E.V	2.0 1.5 1.75 0.8	1	7498	k ɛ̀ n ɛ́
#
13280	BankanTey	listen to (sth, sb)	dìn.d+é	d ì n d + é	1 7 4 1 9 7	AXLN_X	TINT_E	1	1.T.C 1.I.V 1.N.c 1.T.c 1._._ 1.E.V	2.0 1.5 1.1 0.8 0.0 1.5	0	7499	d ì n d + é
13281	BenTey	listen to (sth, sb)	dìl+é	d ì l + é	1 7 5 9 7	AXN_X	TIL_E	2	2.T.C 2.I.V 2.L.c 2._._ 2.E.V	2.0 1.5 0.8 0.0 1.5	0	7499	d ì l - + é
13282	Bunoge	listen to (sth, sb)	nún.d+è	n ú n d + è	4 7 4 1 9 7	AXLN_X	NYNT_E	4	4.N.C 4.Y.V 4.N.c 4.T.c 4._._ 4.E.V	2.0 1.5 1.1 0.8 0.0 1.5	1	7503	n ú n d + è - - - -
13283	DogulDomBendiely	listen to (sth, sb)	nèn.d+ìj+é	n è n d + ì j + é	4 7 4 1 9 7 6 9 7	AXLN_XN_X	NENT_IJ_E	5	5.N.C 5.E.V 5.N.c 5.T.c 5._._ 5.I.V 5.J.c 5._._ 5.E.V	2.0 1.5 1.1 0.8 0.0 1.5 0.8 0.0 1.5	0	7503	n è n d + ì j + é -
13284	DogulDomBendiely	listen to (sth, sb)	nèn.d+í	n è n d + í	4 7 4 1 9 7	AXLN_X	NENT_I	5	5.N.C 5.E.V 5.N.c 5.T.c 5._._ 5.I.V	2.0 1.5 1.1 0.8 0.0 1.5	0	7503	n è n d + í - - - -
13285	DogulDomKundialang	listen to (sth, sb)	nè.èn.d+j+é	n èè n d + j + é	4 7 4 1 9 6 9 7	AXLN_A_X	NENT_J_E	6	6.N.C 6.E.V 6.N.c 6.T.c 6._._ 6.J.C 6._._ 6.E.V	2.0 1.5 1.1 0.8 0.0 2.0 0.0 1.5	0	7503	n èè n d + - j + é -
13286	DonnoSo	listen to (sth, sb)	kéɲ+ɲè.è	k é ɲ + ɲ èè	1 7 4 9 4 7	AXN_AX	KEN_NE	7	7.K.C 7.E.V 7.N.c 7._._ 7.N.C 7.E.V	2.0 1.5 0.8 0.0 2.0 1.5	0	7505	k é ɲ + - - ɲ èè
13287	JamsayGourou	listen to (sth, sb)	kéɡ+é+ré	k é ɡ + é + r é	1 7 1 9 7 9 5 7	AXN_X_AX	KEK_E_RE	9	9.K.C 9.E.V 9.K.c 9._._ 9.E.V 9._._ 9.R.C 9.E.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5	0	7506	- k é ɡ + é + r é
13288	JamsayDouentza	listen to (sth, sb)	tʃéɡ+é+ré	t ʃ é ɡ + é + r é	1 3 7 1 9 7 9 5 7	ACXN_X_AX	TSEK_E_RE	8	8.T.C 8.S.C 8.E.V 8.K.c 8._._ 8.E.V 8._._ 8.R.C 8.E.V	2.0 1.5 1.5 0.8 0.0 1.5 0.0 2.0 1.5	0	7506	t ʃ é ɡ + é + r é
13289	Mombo	listen to (sth, sb)	nún.d+j+é.è	n ú n d + j + é è	4 7 4 1 9 6 9 7 7	AXLN_A_XZ	NYNT_J_EE	10	10.N.C 10.Y.V 10.N.c 10.T.c 10._._ 10.J.C 10._._ 10.E.V 10.E.V	2.0 1.5 1.1 0.8 0.0 2.0 0.0 1.5 0.8	0	7503	n ú n d + - j + é è
13290	BonduSoNajamba	listen to (sth, sb)	ndìj+è	n d ì j + è	4 1 7 6 9 7	ACYN_X	NTIJ_E	3	3.N.C 3.T.C 3.I.V 3.J.c 3._._ 3.E.V	2.0 1.5 1.3 0.8 0.0 1.5	0	7501	n d ì j + è
13291	Nanga	listen to (sth, sb)	dèn.d+é	d è n d + é	1 7 4 1 9 7	AXLN_X	TENT_E	11	11.T.C 11.E.V 11.N.c 11.T.c 11._._ 11.E.V	2.0 1.5 1.1 0.8 0.0 1.5	0	7499	d è n d + é
13292	Penange	listen to (sth, sb)	nún.d+j+è	n ú n d + j + è	4 7 4 1 9 6 9 7	AXLN_A_X	NYNT_J_E	12	12.N.C 12.Y.V 12.N.c 12.T.c 12._._ 12.J.C 12._._ 12.E.V	2.0 1.5 1.1 0.8 0.0 2.0 0.0 1.5	0	7503	n ú n d + - j + è -
13293	PergeTegu	listen to (sth, sb)	tʃéɡ+é+ré	t ʃ é ɡ + é + r é	1 3 7 1 9 7 9 5 7	ACXN_X_AX	TSEK_E_RE	13	13.T.C 13.S.C 13.E.V 13.K.c 13._._ 13.E.V 13._._ 13.R.C 13.E.V	2.0 1.5 1.5 0.8 0.0 1.5 0.0 2.0 1.5	0	7506	t ʃ é ɡ + é + r é
13294	TebulUre	listen to (sth, sb)	nùn.d+í.í	n ù n d + íí	4 7 4 1 9 7	AXLN_X	NYNT_I	14	14.N.C 14.Y.V 14.N.c 14.T.c 14._._ 14.I.V	2.0 1.5 1.1 0.8 0.0 1.5	0	7503	n ù n d + íí - - - -
13295	Tiranige	listen to (sth, sb)	dá.ár+í+jó	d áá r + í + j ó	1 7 5 9 7 9 6 7	AXN_X_AX	TAR_I_JU	15	15.T.C 15.A.V 15.R.c 15._._ 15.I.V 15._._ 15.J.C 15.U.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5	0	7513	d áá r + í + j ó
13296	TogoKan	listen to (sth, sb)	kéŋ+é+ré	k é ŋ + é + r é	1 7 4 9 7 9 5 7	AXN_X_AX	KEN_E_RE	16	16.K.C 16.E.V 16.N.c 16._._ 16.E.V 16._._ 16.R.C 16.E.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5	0	7506	- k é ŋ + é + r é
13297	TommoSoTongoTongo	listen to (sth, sb)	kéén+í+jé	k éé n + í + j é	1 7 4 9 7 9 6 7	AXN_X_AX	KEN_I_JE	17	17.K.C 17.E.V 17.N.c 17._._ 17.I.V 17._._ 17.J.C 17.E.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5	0	7505	k éé n + í + j é
13298	ToroTegu	listen to (sth, sb)	tʃér+é	t ʃ é r + é	1 3 7 5 9 7	ACXN_X	TSER_E	18	18.T.C 18.S.C 18.E.V 18.R.c 18._._ 18.E.V	2.0 1.5 1.5 0.8 0.0 1.5	0	7516	t ʃ é r + é
13299	ToroTegu	listen to (sth, sb)	hɛ́t+tìn+àkár.∼+á	h ɛ́ t + t ì n + à k á r ∼ + á	3 7 1 9 1 7 4 9 7 1 7 5 4 9 7	AXN_AXN_XBYLN_X	HET_TIN_AKAR9_A	18	18.H.C 18.E.V 18.T.c 18._._ 18.T.C 18.I.V 18.N.c 18._._ 18.A.V 18.K.C 18.A.V 18.R.c 18.9.c 18._._ 18.A.V	2.0 1.5 0.8 0.0 2.0 1.5 0.8 0.0 1.5 1.75 1.3 1.1 0.8 0.0 1.5	0	7520	h ɛ́ t + t ì n + à k á r ∼ + á
13300	YandaDom	listen to (sth, sb)	nìn.d+íj+ó	n ì n d + í j + ó	4 7 4 1 9 7 6 9 7	AXLN_XN_X	NINT_IJ_U	19	19.N.C 19.I.V 19.N.c 19.T.c 19._._ 19.I.V 19.J.c 19._._ 19.U.V	2.0 1.5 1.1 0.8 0.0 1.5 0.8 0.0 1.5	0	7503	n ì n d + í j + ó -
13301	YornoSo	listen to (sth, sb)	kíŋ+ɛ́.ɛ́	k í ŋ + ɛ́ɛ́	1 7 4 9 7	AXN_X	KIN_E	20	20.K.C 20.I.V 20.N.c 20._._ 20.E.V	2.0 1.5 0.8 0.0 1.5	0	7505	k í ŋ + - - - ɛ́ɛ́
#
1480	BankanTey	liver	kɛ́+n.dɛ̀	k ɛ́ + n d ɛ̀	1 7 9 4 1 7	AX_ACZ	KE_NTE	1	1.K.C 1.E.V 1._._ 1.N.C 1.T.C 1.E.V	2.0 1.5 0.0 2.0 1.5 0.8	0	7521	k ɛ́ + n d ɛ̀ - - - - -
1481	BenTey	liver	tʃɛ́lɛ̀	t ʃ ɛ́ l ɛ̀	1 3 7 5 7	ACXBZ	TSELE	2	2.T.C 2.S.C 2.E.V 2.L.C 2.E.V	2.0 1.5 1.5 1.75 0.8	0	7522	t ʃ ɛ́ l ɛ̀
1482	BenTey	liver	kɛ́lɛ̀	k ɛ́ l ɛ̀	1 7 5 7	AXBZ	KELE	2	2.K.C 2.E.V 2.L.C 2.E.V	2.0 1.5 1.75 0.8	0	7529	k ɛ́ l ɛ̀
1483	Bunoge	liver	kì+n.dà	k ì + n d à	1 7 9 4 1 7	AX_ACZ	KI_NTA	4	4.K.C 4.I.V 4._._ 4.N.C 4.T.C 4.A.V	2.0 1.5 0.0 2.0 1.5 0.8	0	7521	k ì + n d à - - - - -
1484	DogulDomBendiely	liver	kí+n.dà	k í + n d à	1 7 9 4 1 7	AX_ACZ	KI_NTA	5	5.K.C 5.I.V 5._._ 5.N.C 5.T.C 5.A.V	2.0 1.5 0.0 2.0 1.5 0.8	0	7521	k í + n d à - - - - -
1485	DogulDomKundialang	liver	kí+n.dà.à	k í + n d àà	1 7 9 4 1 7	AX_ACZ	KI_NTA	6	6.K.C 6.I.V 6._._ 6.N.C 6.T.C 6.A.V	2.0 1.5 0.0 2.0 1.5 0.8	0	7521	k í + n d àà - - - - -
1486	DonnoSo	liver	kì+n.dɛ̀+ɡɛ̂+ŋ	k ì + n d ɛ̀ + ɡ ɛ̂ + ŋ	1 7 9 4 1 7 9 1 7 9 4	AX_ACZ_AX_A	KI_NTE_KE_N	7	7.K.C 7.I.V 7._._ 7.N.C 7.T.C 7.E.V 7._._ 7.K.C 7.E.V 7._._ 7.N.C	2.0 1.5 0.0 2.0 1.5 0.8 0.0 2.0 1.5 0.0 2.0	0	7521	k ì + n d ɛ̀ + ɡ ɛ̂ + ŋ
1487	JamsayGourou	liver	kɛ́nɛ̀	k ɛ́ n ɛ̀	1 7 4 7	AXBZ	KENE	9	9.K.C 9.E.V 9.N.C 9.E.V	2.0 1.5 1.75 0.8	0	7529	k ɛ́ n ɛ̀
1488	JamsayDouentza	liver	tʃɛ́nɛ̀	t ʃ ɛ́ n ɛ̀	1 3 7 4 7	ACXBZ	TSENE	8	8.T.C 8.S.C 8.E.V 8.N.C 8.E.V	2.0 1.5 1.5 1.75 0.8	0	7522	t ʃ ɛ́ n ɛ̀
1490	Mombo	liver	kí+n.dá	k í + n d á	1 7 9 4 1 7	AX_ACZ	KI_NTA	10	10.K.C 10.I.V 10._._ 10.N.C 10.T.C 10.A.V	2.0 1.5 0.0 2.0 1.5 0.8	0	7521	k í + n d á - - - - -
1491	BonduSoNajamba	liver	ké+n.dà.à	k é + n d àà	1 7 9 4 1 7	AX_ACZ	KE_NTA	3	3.K.C 3.E.V 3._._ 3.N.C 3.T.C 3.A.V	2.0 1.5 0.0 2.0 1.5 0.8	0	7521	k é + n d àà - - - - -
1492	Nanga	liver	kɛ́+n.dɛ̀	k ɛ́ + n d ɛ̀	1 7 9 4 1 7	AX_ACZ	KE_NTE	11	11.K.C 11.E.V 11._._ 11.N.C 11.T.C 11.E.V	2.0 1.5 0.0 2.0 1.5 0.8	0	7521	k ɛ́ + n d ɛ̀ - - - - -
