ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	AUTOCOGID
5482	YornoSo	gourd (no neck, small hole, for carrying water or sprinkling)	kɛ́mɛ́	kɛ́mɛ́	k ɛ́/ɛ m ɛ́/ɛ		4838
8309	BankanTey	grandfather	pǎ:m\\pǎ:	pǎ:m	p ǎ:/aː m		4850
8310	BenTey	grandfather	pǎ:	pǎ:	p ǎ:/aː		4850
8311	Bunoge	grandfather	tòrì	tòrì	t ò/o r ì/i		4852
8312	DogulDomA	grandfather	bààbá	bààbá	b àà/aː b á/a		4850
8313	DogulDomB	grandfather	bà:bá:	bà:bá:	b à:/aː b á:/aː		4850
8314	DonnoSo	grandfather	bà:bâ:, ànná:nà	bà:bâ:	b à:/aː b â:/aː		4850
8315	JamsayAlphabet	grandfather	tirɛan	tirɛan	t i r ɛ a n		4852
8316	JamsayDouentza	grandfather	tìrɛ̀ǎn	tìrɛ̀ǎn	t ì/i r ɛ̀/ɛ ǎ/a n		4852
8317	JamsayMondoro	grandfather	tìrɛ̀ǎn	tìrɛ̀ǎn	t ì/i r ɛ̀/ɛ ǎ/a n		4852
8318	Mombo	grandfather	bábá	bábá	b á/a b á/a		4850
8319	Nanga	grandfather	pàwá	pàwá	p à/a w á/a		4850
8320	Penange	grandfather	tòrì	tòrì	t ò/o r ì/i		4852
8321	PergeTegu	grandfather	tírɛ́án	tírɛ́án	t í/i r ɛ́/ɛ á/a n		4852
8322	TebulUre	grandfather	pàpá ~ pàbá (Fa's Fa)	pàpá	p à/a p á/a		4850
8323	Tiranige	grandfather	mbɔ̀:	mbɔ̀:	ⁿb ɔ̀:/ɔː		4850
8324	TogoKan	grandfather	bàbá:	bàbá:	b à/a b á:/aː		4850
8325	TommoSoTongoTongo	grandfather	tìrɛ̀ ànná	tìrɛ̀_ànná	t ì/i r ɛ̀/ɛ + à/a n n á/a		4852
8326	ToroTegu	grandfather	bàbá\\mǎ:	bàbá	b à/a b á/a		4850
8327	YandaDom	grandfather	bàbà	bàbà	b à/a b à/a		4850
8328	YornoSo	grandfather	tìrɛ̀[áynɛ́]	tìrɛ̀	t ì/i r ɛ̀/ɛ		4852
8329	BankanTey	grandmother	sèsǐm\\sèsí	sèsǐm	s è/e s ǐ/i m		4853
8330	BenTey	grandmother	sèsú, sèsúm	sèsú	s è/e s ú/u		4853
8331	Bunoge	grandmother	sèjì	sèjì	s è/e dʒ ì/i		4853
8332	DogulDomA	grandmother	ɔ̀bɛ́ɛ́yí	ɔ̀bɛ́ɛ́yí	ɔ̀/ɔ b ɛ́ɛ́/ɛː j í/i		4856
8333	DogulDomB	grandmother	ɔ̀bɛ̌y	ɔ̀bɛ̌y	ɔ̀/ɔ b ɛ̌/ɛ j		4856
8334	DonnoSo	grandmother	ǹdà:pǎy, yànná:nà	ǹdà:pǎy	ǹ/n d à:/aː p ǎ/a j		4856
8335	JamsayAlphabet	grandmother	tirɛɲɛn	tirɛɲɛn	t i r ɛ ɲ/ɲ ɛ n		4859
8336	JamsayDouentza	grandmother	tìrɛ̀ɲɛ̌n	tìrɛ̀ɲɛ̌n	t ì/i r ɛ̀/ɛ ɲ/ɲ ɛ̌/ɛ n		4859
8337	Mombo	grandmother	sézí	sézí	s é/e z í/i		4853
8338	Nanga	grandmother	tèsí	tèsí	t è/e s í/i		4853
8339	Penange	grandmother	sèjì	sèjì	s è/e dʒ ì/i		4853
8340	PergeTegu	grandmother	tírɛ́ɲán	tírɛ́ɲán	t í/i r ɛ́/ɛ ɲ/ɲ á/a n		4859
8341	Tiranige	grandmother	màmà	màmà	m à/a m à/a		4865
8342	TogoKan	grandmother	nàná:	nàná:	n à/a n á:/aː		4866
8343	TommoSoTongoTongo	grandmother	tìrɛ̀ yààná	tìrɛ̀_yààná	t ì/i r ɛ̀/ɛ + j àà/aː n á/a		4867
8344	ToroTegu	grandmother	nàná\\mǎ:	nàná	n à/a n á/a		4866
8345	YandaDom	grandmother	sèzù	sèzù	s è/e z ù/u		4853
8346	YornoSo	grandmother	tìrɛ̀[yǎ:rⁿá]	tìrɛ̀	t ì/i r ɛ̀/ɛ		4859
360	BankanTey	grass, herbs	bèrú, sàwâ:	bèrú	b è/e r ú/u		4868
361	BenTey	grass, herbs	bèrú	bèrú	b è/e r ú/u		4868
362	Bunoge	grass, herbs	kɔ́jì	kɔ́jì	k ɔ́/ɔ dʒ ì/i		4870
363	DogulDomA	grass, herbs	kɔ́ɔ́gù	kɔ́ɔ́gù	k ɔ́ɔ́/ɔː ɡ ù/u		4870
364	DogulDomB	grass, herbs	kɔ̌:g (kɔ̀:gú), bèlé (fodder)	kɔ̌:g_	k ɔ̌:/ɔː ɡ		4870
365	DonnoSo	grass, herbs	bèlé	bèlé	b è/e l é/e		4868
366	JamsayAlphabet	grass, herbs	ɔyɔ	ɔyɔ	ɔ j ɔ		4874
367	JamsayDouentza	grass, herbs	ɔ̀yɔ́	ɔ̀yɔ́	ɔ̀/ɔ j ɔ́/ɔ		4874
368	Mombo	grass, herbs	béléŋgè	béléŋgè	b é/e l é/e ŋ ɡ è/e		4876
369	Najamba	grass, herbs	sɔ̌:mɛ̀ŋgò\\sɔ̌:mɛ̀	sɔ̌:mɛ̀ŋgò	s ɔ̌:/ɔː m ɛ̀/ɛ ŋ ɡ ò/o		4876
370	Nanga	grass, herbs	bèrí, sàwâ	bèrí	b è/e r í/i		4868
371	Penange	grass, herbs	kɔ́jí	kɔ́jí	k ɔ́/ɔ dʒ í/i		4870
372	PergeTegu	grass, herbs	ɔ̀yɔ́	ɔ̀yɔ́	ɔ̀/ɔ j ɔ́/ɔ		4874
373	TebulUre	grass, herbs	yɔ̀wá	yɔ̀wá	j ɔ̀/ɔ w á/a		4881
374	Tiranige	grass, herbs	bélŋge (fodder), béléŋgé (Boui), kɔ́y (in nature)	bélŋge_	b é/e l ŋ ɡ e		4876
375	TogoKan	grass, herbs	gúgúrú	gúgúrú	ɡ ú/u ɡ ú/u r ú/u		4870
376	TommoSoTongoTongo	grass, herbs	kèrú, bèlú	kèrú	k è/e r ú/u		4870
377	TomoKanDiangassagou	grass, herbs	gùní:	gùní:	ɡ ù/u n í:/iː		4885
378	TomoKanSegue	grass, herbs	gwìní	gwìní	ɡ w ì/i n í/i		4885
379	ToroTegu	grass, herbs	sɔ̀lɔ́	sɔ̀lɔ́	s ɔ̀/ɔ l ɔ́/ɔ		4887
380	YandaDom	grass, herbs	ɔ̀à	ɔ̀à	ɔ̀/ɔ à/a		4888
381	YornoSo	grass, herbs	dɔ̀gɔ́	dɔ̀gɔ́	d ɔ̀/ɔ ɡ ɔ́/ɔ		4889
896	Najamba	grave, final resting place, spot where a corpse is buried	bǐỳn	bǐỳn	b ǐ/i j̀/y n		4890
897	TommoSoTongoTongo	grave, final resting place, spot where a corpse is buried	yìm ǹjó	yìm_ǹjó	j ì/i m + ǹ/n dʒ ó/o		4891
14980	Ampari	green	kɔ̀jíkòrò	kɔ̀jíkòrò	k ɔ̀/ɔ dʒ í/i k ò/o r ò/o		4892
14981	BankanTey	green	sàwà ɔ̀rúm	sàwà_ɔ̀rúm	s à/a w à/a + ɔ̀/ɔ r ú/u m		4899
14982	BenTey	green	sàwà: ɔ̀rú	sàwà:_ɔ̀rú	s à/a w à:/aː + ɔ̀/ɔ r ú/u		4899
14983	Bunoge	green	kɔ̀jí kàjì	kɔ̀jí_kàjì	k ɔ̀/ɔ dʒ í/i + k à/a dʒ ì/i		4895
14984	DogulDomA	green	wɛ́ràŋ	wɛ́ràŋ	w ɛ́/ɛ r à/a ŋ		4896
14985	DogulDomB	green	wɛ́rɛ̀ŋ̀	wɛ́rɛ̀ŋ̀	w ɛ́/ɛ r ɛ̀/ɛ ŋ̀/ŋ		4896
14986	DonnoSo	green	wɛ́rù	wɛ́rù	w ɛ́/ɛ r ù/u		4896
14987	Gourou	green	ɔ̀yɔ̀ ɔ̀rú	ɔ̀yɔ̀_ɔ̀rú	ɔ̀/ɔ j ɔ̀/ɔ + ɔ̀/ɔ r ú/u		4899
14988	JamsayAlphabet	green	ɔyɔɔru	ɔyɔɔru	ɔ j ɔ ɔ r u/u		4900
14989	JamsayDouentza	green	ɔ̀yɔ̀ ɔ̀rú	ɔ̀yɔ̀_ɔ̀rú	ɔ̀/ɔ j ɔ̀/ɔ + ɔ̀/ɔ r ú/u		4899
14990	Mombo	green	kɔ́jí kólò	kɔ́jí_kólò	k ɔ́/ɔ dʒ í/i + k ó/o l ò/o		4895
14991	Najamba	green	wɛ́rɛ̀\\wɛ́rɛ̀ŋgò	wɛ́rɛ̀	w ɛ́/ɛ r ɛ̀/ɛ		4896
14992	Nanga	green	sàwà ɔ̀rí	sàwà_ɔ̀rí	s à/a w à/a + ɔ̀/ɔ r í/i		4899
14993	Penange	green	kɔ̀jì kòlò ("grass fresh")	kɔ̀jì_kòlò_	k ɔ̀/ɔ dʒ ì/i + k ò/o l ò/o		4895
14994	PergeTegu	green	ɔ̀yɔ̀ ɔ̀rú	ɔ̀yɔ̀_ɔ̀rú	ɔ̀/ɔ j ɔ̀/ɔ + ɔ̀/ɔ r ú/u		4899
14995	TebulUre	green	wɛ́rɛ̀://wɛ́rgɔ̀	wɛ́rɛ̀:	w ɛ́/ɛ r ɛ̀:/ɛː		4896
14996	Tiranige	green	kɔ̀ykóló	kɔ̀ykóló	k ɔ̀/ɔ j k ó/o l ó/o		4892
14997	TogoKan	green	bèrùɔ̀rú	bèrùɔ̀rú	b è/e r ù/u ɔ̀/ɔ r ú/u		4900
14998	TommoSoTongoTongo	green	wɛ́rú	wɛ́rú	w ɛ́/ɛ r ú/u		4896
14999	ToroTegu	green	sɔ̀lɔ̀ɔ̀rú	sɔ̀lɔ̀ɔ̀rú	s ɔ̀/ɔ l ɔ̀ɔ̀/ɔː r ú/u		4911
15000	YandaDom	green	vɛ̀rú	vɛ̀rú	v ɛ̀/ɛ r ú/u		4896
15001	YornoSo	green	wɛ́r	wɛ́r	w ɛ́/ɛ r		4896
898	BenTey	grief (after a death)	cɛ̀lɛ̀yɔ̌:	cɛ̀lɛ̀yɔ̌:	tʃ ɛ̀/ɛ l ɛ̀/ɛ j ɔ̌:/ɔː		4912
899	JamsayAlphabet	grief (after a death)	cɛnɛɛⁿ	cɛnɛɛⁿ	tʃ ɛ n ɛ ɛⁿ/ɛ̃		4913
900	JamsayDouentza	grief (after a death)	cɛ̀nɛ̀ɛ́:ⁿ	cɛ̀nɛ̀ɛ́:ⁿ	tʃ ɛ̀/ɛ n ɛ̀ɛ́:ⁿ/ɛ̃ː		4913
901	Najamba	grief (after a death)	kèndà: ɲàmín	kèndà:_ɲàmín	k è/e ⁿd à:/aː + ɲ/ɲ à/a m í/i n		4915
902	Nanga	grief (after a death)	kɛ̀ndɛ̀kòyó	kɛ̀ndɛ̀kòyó	k ɛ̀/ɛ ⁿd ɛ̀/ɛ k ò/o j ó/o		4916
903	TogoKan	grief (after a death)	kɛ̀nɛ̀kɔ̌ⁿ	kɛ̀nɛ̀kɔ̌ⁿ	k ɛ̀/ɛ n ɛ̀/ɛ k ɔ̌ⁿ/ɔ̃		4916
904	TommoSoTongoTongo	grief (after a death)	kìndɛ̀ párɛ́	kìndɛ̀_párɛ́	k ì/i ⁿd ɛ̀/ɛ + p á/a r ɛ́/ɛ		4915
905	ToroTegu	grief (after a death)	cɛ̀làyí	cɛ̀làyí	tʃ ɛ̀/ɛ l à/a j í/i		4912
906	YornoSo	grief (after a death)	kà:lî:, kìnɛ̀jîm	kà:lî:	k à:/aː l î:/iː		4920
12884	BankanTey	grip (stick, small object) in one's clenched hand	kúmbíyé	kúmbíyé	k ú/u ⁿb í/i j é/e		4921
12885	BenTey	grip (stick, small object) in one's clenched hand	kúmgó wàyí	kúmgó_wàyí	k ú/u m ɡ ó/o + w à/a j í/i		4922
12886	DonnoSo	grip (stick, small object) in one's clenched hand	kúmbè:\\kúmbìỳ	kúmbè:	k ú/u ⁿb è:/eː		4921
12887	JamsayAlphabet	grip (stick, small object) in one's clenched hand	kumojine	kumojine	k u/u m o dʒ i n e		4924
12888	JamsayDouentza	grip (stick, small object) in one's clenched hand	kúmó jìné	kúmó_jìné	k ú/u m ó/o + dʒ ì/i n é/e		4925
12889	Mombo	grip (stick, small object) in one's clenched hand	kúmmì	kúmmì	k ú/u m m ì/i		4924
12890	Najamba	grip (stick, small object) in one's clenched hand	kúmbíy gɛ̀líyɛ́	kúmbíy_gɛ̀líyɛ́	k ú/u ⁿb í/i j + ɡ ɛ̀/ɛ l í/i j ɛ́/ɛ		4921
12891	Nanga	grip (stick, small object) in one's clenched hand	kúmbíyé àgíyí	kúmbíyé_àgíyí	k ú/u ⁿb í/i j é/e + à/a ɡ í/i j í/i		4921
12892	PergeTegu	grip (stick, small object) in one's clenched hand	kúmjó	kúmjó	k ú/u m dʒ ó/o		4924
12893	TogoKan	grip (stick, small object) in one's clenched hand	dìnî:	dìnî:	d ì/i n î:/iː		4930
12894	TommoSoTongoTongo	grip (stick, small object) in one's clenched hand	kúmbíyó	kúmbíyó	k ú/u ⁿb í/i j ó/o		4921
12895	ToroTegu	grip (stick, small object) in one's clenched hand	kúmíyⁿ\\kúmíyⁿó	kúmíyⁿ	k ú/u m í/i yⁿ/ỹ		4924
12896	YandaDom	grip (stick, small object) in one's clenched hand	kúmbíyó\\kúmbíyólì	kúmbíyó	k ú/u ⁿb í/i j ó/o		4921
12897	YornoSo	grip (stick, small object) in one's clenched hand	kúmɛ́:\\kúmí:	kúmɛ́:	k ú/u m ɛ́:/ɛː		4924
12526	BankanTey	groan, moan (verb only)	dùró	dùró	d ù/u r ó/o		4931
12527	BenTey	groan, moan (verb only)	dùró	dùró	d ù/u r ó/o		4931
12528	Bunoge	groan, moan (verb only)	nújè	nújè	n ú/u dʒ è/e		4933
12529	DonnoSo	groan, moan (verb only)	kɔ́mɔ̀\\kɔ́mɛ̀	kɔ́mɔ̀	k ɔ́/ɔ m ɔ̀/ɔ		4934
12530	Gourou	groan, moan (verb only)	dùró	dùró	d ù/u r ó/o		4931
12531	JamsayAlphabet	groan, moan (verb only)	duro	duro	d u/u r o		4931
12532	JamsayDouentza	groan, moan (verb only)	dùró	dùró	d ù/u r ó/o		4931
12533	Mombo	groan, moan (verb only)	núzé	núzé	n ú/u z é/e		4933
12534	Najamba	groan, moan (verb only)	ɲɛ́\\ɲɛ̀	ɲɛ́	ɲ/ɲ ɛ́/ɛ		4933
12535	Nanga	groan, moan (verb only)	dùró	dùró	d ù/u r ó/o		4931
12536	Penange	groan, moan (verb only)	nújé	nújé	n ú/u dʒ é/e		4933
12537	PergeTegu	groan, moan (verb only)	dùró	dùró	d ù/u r ó/o		4931
12538	Tiranige	groan, moan (verb only)	nújó	nújó	n ú/u dʒ ó/o		4933
12539	TogoKan	groan, moan (verb only)	dùró	dùró	d ù/u r ó/o		4931
12540	TommoSoTongoTongo	groan, moan (verb only)	jím píyé	jím_píyé	dʒ í/i m + p í/i j é/e		4945
12541	ToroTegu	groan, moan (verb only)	íwrú\\íwró	íwrú	í/i w r ú/u		4946
12542	YandaDom	groan, moan (verb only)	dǔl dùló\\dùlòlí	dǔl_dùló	d ǔ/u l + d ù/u l ó/o		4947
12543	YornoSo	groan, moan (verb only)	pí:	pí:	p í:/iː		4948
740	BankanTey	grow (plants)	kúyɛ́	kúyɛ́	k ú/u j ɛ́/ɛ		4949
741	BenTey	grow (plants)	kúyɔ́	kúyɔ́	k ú/u j ɔ́/ɔ		4949
742	DogulDomA	grow (plants)	tɔ̀yɛ́	tɔ̀yɛ́	t ɔ̀/ɔ j ɛ́/ɛ		4951
743	JamsayAlphabet	grow (plants)	kɔ	kɔ	k ɔ		4949
744	JamsayDouentza	grow (plants)	kɔ́:	kɔ́:	k ɔ́ː/ɔː		4949
745	Mombo	grow (plants)	kwɛ́:	kwɛ́:	k w ɛ́:/ɛː		4954
746	Najamba	grow (plants)	màŋgí	màŋgí	m à/a ŋ ɡ í/i		4955
747	Nanga	grow (plants)	kúyɔ́	kúyɔ́	k ú/u j ɔ́/ɔ		4949
748	PergeTegu	grow (plants)	màrá	màrá	m à/a r á/a		4957
749	TogoKan	grow (plants)	kɔ́:	kɔ́:	k ɔ́ː/ɔː		4949
750	TommoSoTongoTongo	grow (plants)	tìmɛ́ yííbɛ́	tìmɛ́_yííbɛ́	t ì/i m ɛ́/ɛ + j íí/iː b ɛ́/ɛ		4959
751	ToroTegu	grow (plants)	mɔ̌yⁿ\\mɔ̀yⁿɔ́	mɔ̌yⁿ	m ɔ̌/ɔ yⁿ/ỹ		4957
752	YandaDom	grow (plants)	íbé\\ìbèlí	íbé	í/i b é/e		4961
753	YornoSo	grow (plants)	kɔ́:\\kɔ́:	kɔ́:	k ɔ́ː/ɔː		4949
12207	Mombo	guarding, watching over (e.g. a garden) (noun)	nɔ́dyà	nɔ́dyà	n ɔ́/ɔ d j à/a		4962
12208	TommoSoTongoTongo	guarding, watching over (e.g. a garden) (noun)	dómmú	dómmú	d ó/o m m ú/u		4963
2382	BankanTey	gums (flesh on outside of base of teeth)	ɲìrⁿɛ̀ nàmâ, àndî:	ɲìrⁿɛ̀_nàmâ	ɲ/ɲ ì/i r̃ ɛ̀/ɛ + n à/a m â/a		4964
2383	BenTey	gums (flesh on outside of base of teeth)	ìrⁿùnàwⁿâ:	ìrⁿùnàwⁿâ:	ì/i r̃ ù/u n àwⁿ/ãu â:/aː		4965
2384	Bunoge	gums (flesh on outside of base of teeth)	ʔìní nàmà	ʔìní_nàmà	ʔ ì/i n í/i + n à/a m à/a		4964
2385	DogulDomB	gums (flesh on outside of base of teeth)	ìnùnàmá	ìnùnàmá	ì/i n ù/u n à/a m á/a		4967
2386	DonnoSo	gums (flesh on outside of base of teeth)	ìnùnàmá	ìnùnàmá	ì/i n ù/u n à/a m á/a		4967
2387	JamsayAlphabet	gums (flesh on outside of base of teeth)	irⁿenɔwⁿɔ	irⁿenɔwⁿɔ	i r̃ e n ɔ w̃ ɔ		4965
2388	JamsayDouentza	gums (flesh on outside of base of teeth)	ìrⁿè nɔ̀wⁿɔ́	ìrⁿè_nɔ̀wⁿɔ́	ì/i r̃ è/e + n ɔ̀/ɔ w̃ ɔ́/ɔ		4970
2389	Mombo	gums (flesh on outside of base of teeth)	ándù	ándù	á/a ⁿd ù/u		4971
2390	Najamba	gums (flesh on outside of base of teeth)	ìnɔ̀:nàmâ:, ìbìnàmâ:	ìnɔ̀:nàmâ:	ì/i n ɔ̀:/ɔː n à/a m â:/aː		4967
2391	Nanga	gums (flesh on outside of base of teeth)	ǹnènàmâ	ǹnènàmâ	ǹ/n n è/e n à/a m â/a		4967
2392	Penange	gums (flesh on outside of base of teeth)	dɔ́ndí	dɔ́ndí	d ɔ́/ɔ ⁿd í/i		4971
2393	PergeTegu	gums (flesh on outside of base of teeth)	ìrⁿènàwⁿá	ìrⁿènàwⁿá	ì/i r̃ è/e n àwⁿ/ãu á/a		4965
2394	TebulUre	gums (flesh on outside of base of teeth)	ìnnàmá	ìnnàmá	ì/i n n à/a m á/a		4967
2395	Tiranige	gums (flesh on outside of base of teeth)	íníŋgé nàmá	íníŋgé_nàmá	í/i n í/i ŋ ɡ é/e + n à/a m á/a		4964
2396	TommoSoTongoTongo	gums (flesh on outside of base of teeth)	ìnù nàmá	ìnù_nàmá	ì/i n ù/u + n à/a m á/a		4964
2397	ToroTegu	gums (flesh on outside of base of teeth)	dàmá	dàmá	d à/a m á/a		4979
2398	YandaDom	gums (flesh on outside of base of teeth)	ìnnàmà	ìnnàmà	ì/i n n à/a m à/a		4967
2399	YornoSo	gums (flesh on outside of base of teeth)	ɛ̀nnàwⁿá	ɛ̀nnàwⁿá	ɛ̀/ɛ n n àwⁿ/ãu á/a		4967
11302	BankanTey	half	táŋgá	táŋgá	t á/a ŋ ɡ á/a		4980
11303	BenTey	half	pɛ́cɛ́rɛ̀, gàmbú	pɛ́cɛ́rɛ̀	p ɛ́/ɛ tʃ ɛ́/ɛ r ɛ̀/ɛ		4982
11304	Bunoge	half	fɛ̀ccɛ̀rɛ́	fɛ̀ccɛ̀rɛ́	f ɛ̀/ɛ tʃ tʃ ɛ̀/ɛ r ɛ́/ɛ		4982
11305	DogulDomA	half	bɛ̀nná	bɛ̀nná	b ɛ̀/ɛ n n á/a		4983
11306	DogulDomB	half	pɛ́cɛ̀rɛ̀	pɛ́cɛ̀rɛ̀	p ɛ́/ɛ tʃ ɛ̀/ɛ r ɛ̀/ɛ		4982
11307	DonnoSo	half	pɛ́jɛ̀rɛ̀	pɛ́jɛ̀rɛ̀	p ɛ́/ɛ dʒ ɛ̀/ɛ r ɛ̀/ɛ		4982
11308	Gourou	half	pɛ́ kɛ́rɛ̀	pɛ́_kɛ́rɛ̀	p ɛ́/ɛ + k ɛ́/ɛ r ɛ̀/ɛ		4986
11309	JamsayAlphabet	half	cicɛnɛ	cicɛnɛ	tʃ i tʃ ɛ n ɛ		4987
11310	JamsayDouentza	half	cìcɛ́nɛ́	cìcɛ́nɛ́	tʃ ì/i tʃ ɛ́/ɛ n ɛ́/ɛ		4987
11311	JamsayMondoro	half	jɛ́rɛ̀	jɛ́rɛ̀	dʒ ɛ́/ɛ r ɛ̀/ɛ		4982
11312	Mombo	half	pékérè	pékérè	p é/e k é/e r è/e		4982
11313	Najamba	half	bénán	bénán	b é/e n á/a n		4983
11314	Nanga	half	pɛ́jɛ́rɛ̀	pɛ́jɛ́rɛ̀	p ɛ́/ɛ dʒ ɛ́/ɛ r ɛ̀/ɛ		4982
11315	Penange	half	fɛ́ccɛ́rɛ̀	fɛ́ccɛ́rɛ̀	f ɛ́/ɛ tʃ tʃ ɛ́/ɛ r ɛ̀/ɛ		4982
11316	PergeTegu	half	pɛ́kɛ́rɛ̀	pɛ́kɛ́rɛ̀	p ɛ́/ɛ k ɛ́/ɛ r ɛ̀/ɛ		4982
11317	TebulUre	half	pɛ́gɛ̀rɛ̀	pɛ́gɛ̀rɛ̀	p ɛ́/ɛ ɡ ɛ̀/ɛ r ɛ̀/ɛ		4982
11318	Tiranige	half	pɛ̀ccɛ̀rɛ́	pɛ̀ccɛ̀rɛ́	p ɛ̀/ɛ tʃ tʃ ɛ̀/ɛ r ɛ́/ɛ		4982
11319	TogoKan	half	pɛ́jɛ́rɛ́	pɛ́jɛ́rɛ́	p ɛ́/ɛ dʒ ɛ́/ɛ r ɛ́/ɛ		4982
11320	TommoSoTongoTongo	half	pɛ́jɛ̀	pɛ́jɛ̀	p ɛ́/ɛ dʒ ɛ̀/ɛ		4982
11321	ToroTegu	half	kàkàrúkà, jérè, hèlú	kàkàrúkà	k à/a k à/a r ú/u k à/a		4999
11322	YandaDom	half	pɛ́jɛ̀rɛ̀	pɛ́jɛ̀rɛ̀	p ɛ́/ɛ dʒ ɛ̀/ɛ r ɛ̀/ɛ		4982
11323	YornoSo	half	pɛ́jɛ̀rɛ̀	pɛ́jɛ̀rɛ̀	p ɛ́/ɛ dʒ ɛ̀/ɛ r ɛ̀/ɛ		4982
14692	BankanTey	hammer (with straight wooden handle)	àndǎrkà	àndǎrkà	à/a ⁿd ǎ/a r k à/a		5000
14693	BenTey	hammer (with straight wooden handle)	màrtô:	màrtô:	m à/a r t ôː/oː		5001
14694	Bunoge	hammer (with straight wooden handle)	màrtó	màrtó	m à/a r t ó/o		5001
14695	DogulDomA	hammer (with straight wooden handle)	màrtó	màrtó	m à/a r t ó/o		5001
14696	DonnoSo	hammer (with straight wooden handle)	màrtô:	màrtô:	m à/a r t ôː/oː		5001
14697	JamsayAlphabet	hammer (with straight wooden handle)	marto	marto	m a r t o		5001
14698	JamsayDouentza	hammer (with straight wooden handle)	màrtô:	màrtô:	m à/a r t ôː/oː		5001
14699	JamsayMondoro	hammer (with straight wooden handle)	dɔ̀:mɔ́	dɔ̀:mɔ́	d ɔ̀:/ɔː m ɔ́/ɔ		5007
14700	Najamba	hammer (with straight wooden handle)	màrtô:\\màrtô:	màrtô:	m à/a r t ôː/oː		5001
14701	Nanga	hammer (with straight wooden handle)	màtô:	màtô:	m à/a t ôː/oː		5001
14702	Penange	hammer (with straight wooden handle)	dàgùdàgíyè	dàgùdàgíyè	d à/a ɡ ù/u d à/a ɡ í/i j è/e		5010
14703	PergeTegu	hammer (with straight wooden handle)	màtô:	màtô:	m à/a t ôː/oː		5001
14704	Tiranige	hammer (with straight wooden handle)	màrtówⁿ	màrtówⁿ	m à/a r t ó/o w̃		5001
14705	TogoKan	hammer (with straight wooden handle)	màrùtó:	màrùtó:	m à/a r ù/u t óː/oː		5001
14706	TommoSoTongoTongo	hammer (with straight wooden handle)	màrtó	màrtó	m à/a r t ó/o		5001
14707	ToroTegu	hammer (with straight wooden handle)	àndǎrkà	àndǎrkà	à/a ⁿd ǎ/a r k à/a		5000
14708	YandaDom	hammer (with straight wooden handle)	mà:tô:	mà:tô:	m à:/aː t ôː/oː		5001
14709	YornoSo	hammer (with straight wooden handle)	màtô:	màtô:	m à/a t ôː/oː		5001
1694	Ampari	hand	nùmá (nùmá gè)	nùmá_	n ù/u m á/a		5011
1695	BankanTey	hand	nǎ:	nǎ:	n ǎ:/aː		5011
1696	BenTey	hand	nǎ:	nǎ:	n ǎ:/aː		5011
1697	Bunoge	hand	númɛ̀	númɛ̀	n ú/u m ɛ̀/ɛ		5011
1698	DogulDomA	hand	nùmɔ́	nùmɔ́	n ù/u m ɔ́/ɔ		5011
1699	DonnoSo	hand	nùmɔ́	nùmɔ́	n ù/u m ɔ́/ɔ		5011
1700	JamsayAlphabet	hand	numo	numo	n u/u m o		5011
1701	JamsayDouentza	hand	nùmó	nùmó	n ù/u m ó/o		5011
1702	JamsayMondoro	hand	nùmɔ́	nùmɔ́	n ù/u m ɔ́/ɔ		5011
1703	Najamba	hand	nùmǎ:\\nùmɛ̌:	nùmǎ:	n ù/u m ǎ:/aː		5011
1704	Nanga	hand	nǎ:	nǎ:	n ǎ:/aː		5011
1705	Penange	hand	nwɛ̀: ~ nɛ̀:	nwɛ̀:	n w ɛ̀:/ɛː		5011
1706	PergeTegu	hand	nùwⁿó	nùwⁿó	n ù/u w̃ ó/o		5011
1707	TebulUre	hand	nùmǎ:	nùmǎ:	n ù/u m ǎ:/aː		5011
1708	Tiranige	hand	númá (Boui), númíyɛ́ (Ningo)	númá_	n ú/u m á/a		5011
1709	TommoSoTongoTongo	hand	nùmɔ́	nùmɔ́	n ù/u m ɔ́/ɔ		5011
1710	TomoKanDiangassagou	hand	nùmàtàgà	nùmàtàgà	n ù/u m à/a t à/a ɡ à/a		5011
1711	TomoKanSegue	hand	nùmàcàndà	nùmàcàndà	n ù/u m à/a tʃ à/a ⁿd à/a		5011
1712	ToroTegu	hand	lɔ̀tɔ́	lɔ̀tɔ́	l ɔ̀/ɔ t ɔ́/ɔ		5029
1713	YandaDom	hand	nùmà	nùmà	n ù/u m à/a		5011
1714	YornoSo	hand	nɔ̌yⁿ, nɔ̀ŋɔ́ (YnedoumaAto dialect)	nɔ̌yⁿ	n ɔ̌/ɔ yⁿ/ỹ		5011
12758	BankanTey	hang (sth) up on a hook or nail	kɔ́lí	kɔ́lí	k ɔ́/ɔ l í/i		5033
12759	BenTey	hang (sth) up on a hook or nail	kɔ́lí	kɔ́lí	k ɔ́/ɔ l í/i		5033
12760	Bunoge	hang (sth) up on a hook or nail	jáŋgè	jáŋgè	dʒ á/a ŋ ɡ è/e		5032
12761	DogulDomB	hang (sth) up on a hook or nail	gɔ̀ndùrɛ́	gɔ̀ndùrɛ́	ɡ ɔ̀/ɔ ⁿd ù/u r ɛ́/ɛ		5033
