ID	NUMBER	ENGLISH	FRENCH	ENGLISH_SHORT	FRENCH_SHORT	ENGLISH_CATEGORY	FRENCH_CATEGORY	CONCEPTICON_ID	CONCEPTICON_GLOSS	POS
concepts-4636	4636	hammer (with straight wooden handle)	marteau (à manche droit en bois)	hammer	marteau	blacksmith/hammer	forgeron/marteau	1481	HAMMER	noun
concepts-6356	6356	nine	neuf (numéro)	9	neuf (numéro)	numeral/count/digit 2-9	numéro/compter/chiffre 2-9	1483	NINE	numeral
concepts-6422	6422	oil (peanut, for cooking)	huile (d'arachide, pour la cuisine)	oil	huile	oil/butter/oil type	huile/beurre/sorte d'huile	1484	OIL (ORGANIC SUBSTANCE)	noun
concepts-2399	2399	below, underneath (adverb)	en bas, par dessous	below	en bas	space/bottom	espace/haut	1485	BELOW OR UNDER	other
concepts-338	338	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	(enfant, etc.) verser (eau, d'un seau lourd porté sur la tête, directement dans un canari)	pour	verser	fall/pour	tomber/verser	1487	POUR	verb
concepts-3031	3031	cloud	nuage	cloud	nuage	weather/cloud	météorologie/nuage	1489	CLOUD	noun
concepts-6469	6469	one	un	1	un	numeral/count/one	numéro/compter/un	1493	ONE	numeral
concepts-3478	3478	die	mourir	die	mourir	life/death/death	vie/mort/mort	1494	DIE	verb
concepts-4659	4659	happy	content, heureux, joyeux	happy	content, joyeux	emotion/temperament/happy	émotion/nature/content	1495	HAPPY	adjective
concepts-4537	4537	grandmother	grand-mère	grandmother	grand-mère	kinship/grandparent	parenté/grand-parent	1496	GRANDMOTHER	noun
concepts-9043	9043	two	deux	2	deux	numeral/count/digit 2-9	numéro/compter/chiffre 2-9	1498	TWO	numeral
concepts-4264	4264	four	quatre	4	quatre	numeral/count/digit 2-9	numéro/compter/chiffre 2-9	1500	FOUR	numeral
concepts-4492	4492	goat	chèvre	goat	chèvre	animal/goat	animal/chèvre	1502	GOAT	noun
concepts-7444	7444	saliva	salive	saliva	salive	body/secretion	corps/sécrétion	1503	SALIVA	noun
concepts-5955	5955	measure (sth)	mesurer (qch)	measure	mesurer	distance/measure	distance/mesure	1506	MEASURE	verb
concepts-4314	4314	fruit (of plant)	fruit (d'une plante)	fruit	fruit	part (plant)/fruit	partie (plante)/fruit	1507	FRUIT	noun
concepts-2961	2961	chin	menton	chin	menton	body/face	corps/visage	1510	CHIN	noun
concepts-7346	7346	rooster	coq	rooster	coq	chicken/chicken	poulet/poulet	1511	ROOSTER	noun
concepts-8693	8693	ten	dix	10	dix	numeral/count/decimal	numéro/compter/chiffre décimal	1515	TEN	numeral
concepts-2276	2276	be stupid	ê. bête (stupide)	stupid	stupide, bête	mental/stupid	mental/stupide	1518	STUPID	adjective
concepts-7415	7415	run	courir	run	courir	motion/run	mouvement/courir	1519	RUN	verb
concepts-3291	3291	crush or grind into fine powder (flour)	écraser ou piler en poudre (farine) fine	fine, powder	fin, poudre	food/flour	aliment/farine	1520	CRUSH	verb
concepts-3294	3294	crush, squash under sth heavy (living creature or sth soft)	écraser sous un poids (créature vivante ou objet mou)	crush	écraser	pound/grind/grind/press	piler/moudre/écraser/moudre/presser	1520	CRUSH	verb
concepts-4239	4239	forget	oublier	forget	oublier	mental/forget	mental/oublier	1523	FORGET	verb
concepts-5932	5932	meal (cooked)	repas (cuit)	meal	repas	food/food/meal	aliment/nourriture/repas	1526	MEAL	noun
concepts-6584	6584	pardon, forgive (sb)	pardonner (qn)	pardon	pardonner	talk/excuse/pardon	parole/excuser/pardonner	1528	FORGIVE	verb
concepts-1003	1003	(sb) be last, lag behind, be in the rear	(qn) ê. le dernier, traîner derrière, se trouver à l'arrière	last, final	defnier	ordinal/final	ordinal/dernier	1529	LAST (FINAL)	other
concepts-5456	5456	last, final (in a series)	dernier (dans une suite)	last	dernier	ordinal/final	ordinal/dernier	1529	LAST (FINAL)	other
concepts-2546	2546	bowl, pan, trough, or concave waterjar shard where one puts water or food for a dog	écuelle, abreuvoir, ou morceau de canari cassé, où on met de l'eau ou de la nourriture pour le chien	trough	abreuvoir	water jar/trough/pan	jarre/abreuvoir/petit abreuvoir	1530	BOWL	noun
concepts-2568	2568	branch (of tree)	branche (d'arbre)	branch	branche	part (plant)/branch	partie (plante)/branche	1531	BRANCH	noun
concepts-2202	2202	be hungry	avoir faim	hunger, hungry	avoir faim	eat/hunger	manger/faim	1533	BE HUNGRY	verb
concepts-4068	4068	fever (and various complications)	fièvre (et ses complications)	fever	fièvre	medicine/head condition	médecine/maladie de tête	1534	FEVER	noun
concepts-8573	8573	sword, saber (any type)	épée, sabre (de toute sorte)	saber, sword	sabre, épée	weapon/sword	arme/sabre	1535	SWORD	noun
concepts-9094	9094	understand	comprendre	understand	comprendre	mental/understand	mental/comprendre	1536	UNDERSTAND	verb
concepts-2132	2132	basket made with branches used to filter fruit juices (tamarind, wild grape)	panier en branches qui sert à filtrer les jus de fruits (tamarin, raisin sauvage)	basket, strainer, filter	panier, filtre	basket/filter	panier/filtre	1539	BASKET	noun
concepts-3952	3952	eyelash (hair of eyelid)	cil (poil de la paupière)	eyelash	cil	body/hair	corps/poil	1540	EYELASH	noun
concepts-9637	9637	work in the fields, do farm work (verb only)	cultiver, travailler aux champs (verbe seulement)	farming	cultiver	agriculture/farm work	agriculture/travail champêtre	1541	CULTIVATE	verb
concepts-1718	1718	accompany (sb, to the door or street)	raccompagner, « pousser » (qn, à la porte ou à la rue)	accompany	raccompagner	together/separate/accompany	ensemble/à part/accompagner	1542	ACCOMPANY	verb
concepts-8049	8049	snail	escargot	snail	escargot	part (animal)/shell	partie (animal)/coquille/carapace	1543	SNAIL	noun
concepts-8119	8119	sometimes	parfois	sometimes	parfois	logic/maybe	logique/peut-être	1544	SOMETIMES	other
concepts-4991	4991	host, lodger	logeur	host, lodger	logeur	visit/host/host	visiter/loger/logeur	1545	HOST	noun
concepts-9027	9027	twice	deux fois	2 times	2 fois	time (instance)/instance	fois/fois	1546	TWICE	other
concepts-9063	9063	ugly	vilain, laid	ugly	vilain, laid	good/bad/ugly	bon/mauvais/laid	1548	UGLY	adjective
concepts-6901	6901	prevent (sb, from doing sth)	empêcher (qn, de faire qch)	prevent, impede, obstruct	empêcher, bloquer	impede/prevent/block	empêcher/empêcher/bloquer	1550	PREVENT	verb
concepts-4050	4050	female	femelle	female	femelle	person/female	personne/femelle	1551	FEMALE	adjective
concepts-5855	5855	male	mâle, de sexe masculin	male	mâle	person/male	personne/mâle	1553	MALE	adjective
concepts-5884	5884	man, male person	homme, personne mâle	man	homme	person/man	personne/homme	1554	MAN	noun
concepts-3771	3771	egg yolk (yellow)	jaune (d'œuf)	egg, yolk	jaune	chicken/egg	poulet/œuf	1556	YOLK	noun
concepts-2360	2360	beginning	commencement, début	beginning	commencement	begin/finish/begin	commencer/terminer/commencer	1557	BEGINNING	noun
concepts-5601	5601	like this	comme ceci	thus	ainsi	resemblance/thus	ressemblance/ainsi	1558	SIMILAR	adjective
concepts-6142	6142	money, currency, cash	argent, devises	money, currency, cash	argent, devises	money/currency	argent/devises	1559	MONEY	noun
concepts-3958	3958	face	visage	face	visage	body/face	corps/visage	1560	FACE	noun
concepts-265	265	(colonial) army	armée (coloniale)	army	armée	fight/warrior	lutte/guerrier	1561	ARMY	noun
concepts-2215	2215	be lazy	ê. paresseux	lazy	paresseux	emotion/temperament/lazy	émotion/nature/paresseux	1564	LAZY	adjective
concepts-4840	4840	heaven	paradis	heaven	paradis	religion/worlds	religion/mondes	1565	HEAVEN	noun
concepts-6734	6734	pistol, revolver	pistolet	pistol, revolver	pistolet	weapon/revolver	arme/pistolet	1566	GUN	noun
concepts-1996	1996	arrange, lay out, place (objects) side by side	placer, disposer, arranger (des objets) côte à côte	arrange, lay out	arranger, disposer	put/arrange	poser/mettre/disposer	1568	ARRANGE	verb
concepts-1997	1997	arrange, organize (objects) in the proper arrangement and positions	arranger, organiser, ordonner, disposer (des objets) dans les positions qu'il faut	arrange, organize	arranger	put/arrange	poser/mettre/disposer	1568	ARRANGE	verb
concepts-3871	3871	equal, attain the same level as (sb or sth, in some respect)	atteindre le niveau de (qn ou qch, par rapport à qch)	equal, as much	égal, autant	quantity/equal	quantité/égal	1570	EQUAL	adjective
concepts-7576	7576	sell	vendre	sell	vendre	commerce/sell	commerce/vendre	1571	SELL	verb
concepts-977	977	(sb) be amazed, surprised	(qn) ê. étonné	amaze, astonish, surprise	étourdir, étonner	emotion/temperament/amaze	émotion/nature/étonner	1572	SURPRISED	adjective
concepts-321	321	(e.g. belly) swell	(ventre) ê. gonflé	swell	gonfler	size/inflate	taille/enfler	1573	SWELL	verb
concepts-5838	5838	make large pile of, pile up (harvested crop)	entasser, faire un gros tas de (céréales etc. récoltées)	pile (large)	tas (gros)	agriculture/harvest pile (big)	agriculture/tas de récolte (gros)	1576	PILE UP	verb
concepts-1915	1915	and (X and Y, nouns)	et (X et Y, substantifs	and	et	logic/and	logique/et	1577	AND	other
concepts-2294	2294	be, it is (copula, with noun)	être, c'est (copule, avec substantif)	be	être	existence/be (copula)	existence/être	1579	BE	verb
concepts-6489	6489	only	seulement	only	seulement	logic/only	logique/seulement	1580	ONLY	other
concepts-2566	2566	brain (tissue)	cervelle	brain	cervelle	body/body substance	corps/substance corporelle	1583	BRAIN	noun
concepts-2475	2475	blister (on skin)	ampoule (sur la peau)	blister	ampoule	medicine/blister	médecine/ampoule	1584	BLISTER	noun
concepts-4484	4484	go to sleep, fall asleep, sleep	dormir, s'endormir	sleep	dormir	sleep/wake/bed/sleep	dormer/réveiller/lit/dormir	1585	SLEEP	verb
concepts-8381	8381	stink, smell bad	puer	stink	puer	smell/odor	olfaction/odeur	1587	SMELL (STINK)	verb
concepts-968	968	(sb's) turn (in a rotation)	le tour (de qn)	turn	tour	time (instance)/instance	fois/fois	1588	TURN	verb
concepts-9022	9022	turn, veer, change direction	virer	turn, veer	virer	straight/crooked/turn	droit/tordu/tourner	1588	TURN	verb
concepts-9302	9302	wait for (sb)	attendre (qn)	wait for	attendre	together/separate/wait	ensemble/à part/attendre	1590	WAIT (FOR)	verb
concepts-2918	2918	chest (body)	poitrine	chest	poitrine	body/torso	corps/torse	1592	CHEST	noun
concepts-3426	3426	deep (hole, well)	(puits, trou) profond	deep	profond	size/deep	taille/profond	1593	DEEP	adjective
concepts-4196	4196	flour, powder	farine, poudre	flour, powder	farine, poudre	food/flour	aliment/farine	1594	FLOUR	noun
concepts-8158	8158	south	sud	south	sud	direction/cardinal direction	direction/point cardinal	1595	SOUTH	noun
concepts-5646	5646	lock (on door, etc.)	fermeture (de porte etc.)	lock	fermeture	open/shut/lock (noun)	ouvrir/fermer/fermeture	1596	LOCK	noun
concepts-1856	1856	airplane	avion	airplane	avion	vehicle/airplane	véhicule/avion	1597	AIRPLANE	noun
concepts-6373	6373	north	nord	north	nord	direction/cardinal direction	direction/point cardinal	1598	NORTH	noun
concepts-9634	9634	word, name (of sth)	mot, nom (de qch)	word	mot	talk/name	parole/nom	1599	WORD	noun
concepts-9379	9379	weak, feeble (person or animal)	faible, sans force (personne, animal)	weak	faible	power/weak	force/faible	1601	WEAK	adjective
concepts-9305	9305	wake up, awaken	se réveiller	wake up, awaken	se réveiller	sleep/wake/bed/wake	dormer/réveiller/lit/réveiller	1602	WAKE UP	verb
concepts-6157	6157	mosque	mosquée	mosque	mosquée	house/house	maison/maison	1603	MOSQUE	noun
concepts-7847	7847	skull	crâne	skull	crâne	body/bone	corps/os	1605	SKULL	noun
concepts-6463	6463	on the inside, inside (adverb)	à l'intérieur, dedans	inside	intérieur, dans	spatial relation/middle	rapport spatial/milieu	1606	INSIDE	other
concepts-4716	4716	hate (sb, a food, etc.)	détester (qn, un aliment, etc.)	hate, dislike	haïr, détester	emotion/temperament/dislike	émotion/nature/détester	1607	HATE	verb
concepts-5627	5627	listen to (sth, sb)	écouter (qn, qch)	listen	écouter	sound/hearing	son/audition	1608	LISTEN	verb
concepts-6922	6922	prostitute, whore	prostituée, putain	prostitute, whore	prostituée, putain	crime/deception/theft	délit/duperie/vol	1610	PROSTITUTE	noun
concepts-1426	1426	(wrestler) invite (an opponent, to wrestle, by holding out one or both arms)	(lutteur) inviter (un adversaire, à faire la lutte traditionnelle, en tendant un ou les deux bras)	challenge	défier	fun/song/dance/wrestling	amusement/chant/danse/lutte traditionnelle	1611	INVITE	verb
concepts-5556	5556	letter (written communication)	lettre (communication écrite)	letter	carte	write/draw/document	écrire/tracer/document	1612	LETTER	noun
concepts-3071	3071	color (as in what color?)	couleur (comme dans « quelle couleur? »)	color	couleur	color/color	couleur/couleur	1613	COLOR	noun
concepts-3879	3879	escape, get free	s'évader, s'échapper	escape	échapper	well-being/escape	bien-être/fuite	1615	ESCAPE	verb
concepts-3956	3956	fabric, cloth	tissu, étoffe	fabric, cloth	tissu, étoffe	clothing/fabric	vêtements/tissu	1616	CLOTH	noun
concepts-4533	4533	grandchild	petit-fils ou petite-fille	grandchild	petit enfant	kinship/grandchild	parenté/petit-enfant	1617	GRANDCHILD	noun
concepts-8128	8128	son	fils (parenté)	son	fils	kinship/child/nephew	parenté/fils/fille/neveu	1620	SON	noun
concepts-8059	8059	sneeze (verb only)	éternuer	sneeze	éternuer	body function/nasal emission	fonctionnement corporel/émission nasale	1621	SNEEZE	verb
concepts-2527	2527	boubou (robe) or shirt (all types)	boubou ou chemise (toutes sortes)	boubou	boubou	clothing/boubou	vêtements/boubou	1622	SHIRT	noun
concepts-8173	8173	speak (verb only)	parler (verbe seulement)	speak, tell, say	parler, dire	talk/speak	parole/parler	1623	SPEAK	verb
concepts-3815	3815	empty (container) (adj)	(récipient) vide	empty	vide	full/empty/empty	plein/vide/vide	1624	EMPTY	adjective
concepts-3412	3412	dead, dry (wood)	(bois) mort, sec	dry (wood)	(bois) sec	ripe/raw/cooked/dry wood	mûr/cru/bois sec	1625	DEAD	adjective
concepts-3923	3923	explain (sth, to sb)	expliquer (qch, à qn)	explain	expliquer	talk/inform/discuss	parole/renseigner/discuter	1626	EXPLAIN	verb
concepts-3887	3887	evening (9-10 PM, time for evening conversations)	soir (9-10 h., le moment des causeries)	night	nuit	time of day/night	heure/nuit	1629	EVENING	noun
concepts-4003	4003	fast, rapidly, quickly	rapidement, vite	fast, rapidly, quickly	rapidement, vite	speed/rapid	vitesse/rapide	1631	FAST	adjective
concepts-7046	7046	quick, rapid, fast (adjective)	rapide	fast, rapid, quick	rapide	speed/rapid	vitesse/rapide	1631	FAST	adjective
concepts-4179	4179	flat, level (ground, surface)	(terrain, surface) plat, nivelé	flat	plat	shape/flat	forme/plat	1633	FLAT	adjective
concepts-5028	5028	hundred	cent	hundred	cent	numeral/count/hundred	numéro/compter/cent	1634	HUNDRED	numeral
concepts-6168	6168	motionless, frozen, playing dead (adverb)	immobile, gelé, faisant semblant d'ê. mort (adverbe)	motionless	immobile	body position/stand/stop	position du corps/debout/arrêter	1636	MOTIONLESS	other
concepts-8999	8999	truth	vérité	truth	vérité	truth/lie/truth	vérité/mensonge/vérité	1638	TRUTH	noun
concepts-7754	7754	sibling (any)	(tout) frère ou sœur	sibling	frère, sœur	kinship/sibling	parenté/frère/sœur	1640	SIBLING	noun
concepts-5303	5303	kinsman, relative	parent (sens général)	relative	parent	kinship/kin	parenté/parent	1644	RELATIVES	noun
concepts-7713	7713	short	court	short	court	size/short	taille/court	1645	SHORT	adjective
concepts-4397	4397	girl	fille	girl	fille	person/child	personne/enfant	1646	GIRL	noun
concepts-1956	1956	anvil	enclume	anvil	enclume	blacksmith/anvil	forgeron/enclume	1648	ANVIL	noun
concepts-7825	7825	sit, sit down	s'asseoir	sit	asseoir	body position/sit	position du corps/asseoir	1649	SIT DOWN	verb
concepts-8678	8678	tears (liquid)	larmes (liquide)	tears	larmes	sound/weep	son/pleurer	1651	TEAR (OF EYE)	noun
concepts-5594	5594	lightning flash (seen in sky)	éclair (vu au ciel)	lightning, flash	éclair	weather/lightning	météorologie/éclair	1654	LIGHTNING	noun
concepts-2473	2473	blink (one's eyes)	cligner, clignoter (l'œil)	blink	cligner	body function/blink	fonctionnement corporel/cligner	1655	BLINK	verb
concepts-6326	6326	never	jamais	never	jamais	time/never	temps/jamais	1656	NEVER	other
concepts-6903	6903	primary, ordinary, authentic, real, true (species, type)	(espèce) ordinaire, principal, véritable	primary	principal	truth/lie/primary/false	vérité/mensonge/principal/faux	1657	TRUE	adjective
concepts-6971	6971	pupil (of eye)	pupille	pupil	pupille	body/eye	corps/œil	1658	PUPIL	noun
concepts-761	761	(modern) bed	lit (moderne)	bed	lit	sleep/wake/bed/bed	dormer/réveiller/lit/lit	1663	BED	noun
concepts-2304	2304	beat (with stick)	battre (avec un bois)	hit, beat	frapper	hit/hit	frapper/frapper	1665	BEAT	verb
concepts-2307	2307	beat, play (tomtom)	battre, taper (tam-tam)	beat (tomtom), play	battre (tam-tam)	music/play instrument	musique/jouer de	2133	STRIKE OR BEAT	verb
concepts-4956	4956	hole, puncture (e.g. in clothing)	trou (dans un vêtement, etc.)	puncture, hole	trou	hole/puncture	trou/percer	1667	HOLE	noun
concepts-4568	4568	grief (after a death)	sentiment de deuil, tristesse après un décès	grief	deuil	life/death/grief	vie/mort/affliction	1668	GRIEF	noun
concepts-1913	1913	ancestors (collective)	ancêtres (collectif)	ancestor	ancêtre	kinship/ancestor	parenté/ancêtre	1669	ANCESTORS	noun
concepts-9673	9673	write (sth)	écrire (qch)	write	écrire	write/draw/write	écrire/tracer/écrire	1672	WRITE	verb
concepts-1985	1985	arm	bras	arm	bras	body/arm	corps/bras	1673	ARM	noun
concepts-6870	6870	poverty	pauvreté	poverty	pauvreté	money/poor	argent/pauvre	1674	POOR	adjective
concepts-5828	5828	make a promise, promise (sth, to sb)	faire une promesse, promettre (qch, à qn)	promise	promettre	talk/oath	parole/jurer	1675	PROMISE	verb
concepts-1887	1887	always	toujours	always	toujours	time/always	temps/toujours	1676	ALWAYS	other
concepts-5046	5046	hut (Fulbe style, with stalks)	case (style peul, à tiges)	hut	case	house/hut/tent	maison/case/tente	1678	HUT	noun
concepts-5639	5639	load (noun)	charge (fardeau)	load	charge	carry/load/load	porter/charger/charge	1679	LOAD	noun
concepts-6034	6034	midriff, fatty spot above hip near kidneys	taille, partie grasse au-dessus de la hanche vers les reins	midriff	hanche	body/torso	corps/torse	1681	WAIST	noun
concepts-2717	2717	bush, small brush	buisson	bush (plant)	buisson	wood/stick/tree	bois/bâton/arbre	1683	BUSH	noun
concepts-8720	8720	the bush, outback (away from settlements)	la brousse (hors des villages)	outback, bush	brousse	village/bush/bush	village/brousse/brousse		OUTBACK	noun
concepts-2671	2671	bud	bourgeon	bud	bourgeon	part (plant)/flower	partie (plante)/fleur	1684	BUD	noun
concepts-5466	5466	later, afterward	plus tard, après	later, afterward	plus tard, après	time/after	temps/après	1685	AFTER	other
concepts-2367	2367	behind, at the rear of (sth)	derrière (qch)	behind	derrière	space/rear	espace/arrière	1686	BEHIND	other
concepts-956	956	(sb's) fate, destiny (end)	le destin (de qn) (« fin »)	fate, destiny	destin, sort	well-being/fate	bien-être/destin	1688	FATE	noun
concepts-8043	8043	smoke (tobacco)	fumer (tabac)	smoke	fumer	tobacco/smoke (tobacco)	tabac/fumer (tabac)	1689	SMOKE (INHALE)	verb
concepts-4059	4059	fence (for garden)	clôture (de jardin)	fence	clôture	spatial relation/enclose	rapport spatial/clôturer	1690	FENCE	noun
concepts-6777	6777	pliant, flexible, bendable (metal)	(objet en métal) pliant, pliable	bendable, pliant, flexible	pliant	texture/soft	surface/mou	1691	FLEXIBLE	adjective
concepts-1496	1496	Friday	vendredi	friday	vendredi	week/Friday	semaine/vendredi	1692	FRIDAY	noun
concepts-1593	1593	Thursday	jeudi	thursday	jeudi	week/Thursday	semaine/jeudi	1693	THURSDAY	noun
concepts-1604	1604	Wednesday	mercredi	wednesday	mercredi	week/Wednesday	semaine/mercredi	1694	WEDNESDAY	noun
concepts-1602	1602	Tuesday	mardi	tuesday	mardi	week/Tuesday	semaine/mardi	1695	TUESDAY	noun
concepts-1558	1558	Monday	lundi	monday	lundi	week/Monday	semaine/lundi	1697	MONDAY	noun
concepts-1238	1238	(sth) be curved, be bent into an arc	(qch) se courber, ê. tordu en forme arquée	curve	courber	straight/crooked/curve/meander	droit/tordu/courber/serpenter	1698	CURVED	adjective
concepts-1588	1588	Sunday	dimanche	sunday	dimanche	week/Sunday	semaine/dimanche	1699	SUNDAY	noun
concepts-1577	1577	Saturday	samedi	saturday	samedi	week/Saturday	semaine/samedi	1700	SATURDAY	noun
concepts-7830	7830	six	six	6	six	numeral/count/digit 2-9	numéro/compter/chiffre 2-9	1703	SIX	numeral
concepts-7610	7610	seven	sept	7	sept	numeral/count/digit 2-9	numéro/compter/chiffre 2-9	1704	SEVEN	numeral
concepts-3773	3773	eight	huit	8	huit	numeral/count/digit 2-9	numéro/compter/chiffre 2-9	1705	EIGHT	numeral
concepts-3797	3797	eleven	onze	11	onze	numeral/count/digit plus	numéro/compter/chiffre plus	1706	ELEVEN	numeral
concepts-9025	9025	twelve	douze	12	douze	numeral/count/digit plus	numéro/compter/chiffre plus	1707	TWELVE	numeral
concepts-8786	8786	thirteen	treize	13	treize	numeral/count/digit plus	numéro/compter/chiffre plus	1708	THIRTEEN	numeral
concepts-4078	4078	fifteen	quinze	15	quinze	numeral/count/digit plus	numéro/compter/chiffre plus	1709	FIFTEEN	numeral
concepts-9026	9026	twenty	vingt	20	vingt	numeral/count/decimal	numéro/compter/chiffre décimal	1710	TWENTY	numeral
concepts-6259	6259	narrate, tell (story)	raconter (conte)	tell, narrate	raconter	narrative/narrate	conte/raconter	1711	TELL	verb
concepts-6405	6405	oath, act of swearing (the truth of an assertion, invoking God)	jurement, fait de jurer (la vérité d'une affirmation, en invocant Dieu)	swear, oath	jurement	talk/oath	parole/jurer	1712	OATH	noun
concepts-8787	8787	thirty	trente	30	trente	numeral/count/decimal	numéro/compter/chiffre décimal	1715	THIRTY	numeral
concepts-4256	4256	forty	quarante	40	quarante	numeral/count/decimal	numéro/compter/chiffre décimal	1716	FORTY	numeral
concepts-4081	4081	fifty	cinquante	50	cinquante	numeral/count/decimal	numéro/compter/chiffre décimal	1717	FIFTY	numeral
concepts-7833	7833	sixty	soixante	60	soixante	numeral/count/decimal	numéro/compter/chiffre décimal	1718	SIXTY	numeral
concepts-2714	2714	bury (sb)	enterrer (qn)	bury	enterrer	life/death/bury	vie/mort/enterrer	1719	BURY	verb
concepts-7781	7781	sign, indicator	signe, indication	sign	signe	vision/sign/omen	vision/signe/augure	1720	SIGN	noun
concepts-7613	7613	seventy	soixtante-dix	70	soixante-dix	numeral/count/decimal	numéro/compter/chiffre décimal	1721	SEVENTY	numeral
concepts-7614	7614	seventy (archaic)	soixtante-dix (archaïque)	70	soixante-dix	numeral/count/decimal	numéro/compter/chiffre décimal	1721	SEVENTY	numeral
concepts-3774	3774	eighty	quatre-vingt	80	quatre-vingt	numeral/count/decimal	numéro/compter/chiffre décimal	1722	EIGHTY	numeral
concepts-3775	3775	eighty (archaic)	quatre-vingt (archaïque)	80	quatri-vingt	numeral/count/decimal	numéro/compter/chiffre décimal	1722	EIGHTY	numeral
concepts-6357	6357	ninety	quatre-vingt-dix	90	quatre-vingt-dix	numeral/count/decimal	numéro/compter/chiffre décimal	1724	NINETY	numeral
concepts-6358	6358	ninety (archaic)	quatre-vingt-dix (archaïque)	90	quatre-vingt-dix	numeral/count/decimal	numéro/compter/chiffre décimal	1724	NINETY	numeral
concepts-9421	9421	wet (adjective)	mouillé (pas sec)	wet	mouillé	wet/dry/wet	mouillé/sec/mouillé	1726	WET	adjective
concepts-7365	7365	rotten (adjective)	pourri (adjectif)	rotten	pourri	smell/rot	olfaction/pourrir	1728	ROTTEN	adjective
concepts-2916	2916	cheek	joue	cheek	joue	body/face	corps/visage	1730	CHEEK	noun
concepts-7848	7848	sky	ciel	sky	ciel	weather/sky	météorologie/ciel	1732	SKY	noun
concepts-7058	7058	rainbow	arc-en-ciel	rainbow	arc-en-ciel	weather/rainbow	météorologie/arc-en-ciel	1733	RAINBOW	noun
concepts-7305	7305	rip, tear (sth)	déchirer (qch)	rip, tear	déchirer	break/rip	casser/déchirer	1735	TEAR (SHRED)	verb
concepts-6428	6428	okra	gombo	okra	gombo	plant (cultivated)/vegetable	plante (cultivée)/légume	1737	OKRA	noun
concepts-3806	3806	embellish, decorate (house, horse saddle, etc.)	orner, embellir (maison, selle de cheval, etc.)	embellish, decorate	orner, embellir	adornment/beautify	ornement/embellir	1739	DECORATE	verb
concepts-1709	1709	above (adverb), overhead	en haut	above	en haut	space/top	espace/haut	1741	ABOVE	other
concepts-3276	3276	cross (road, river, border)	traverser, franchir (chemin, fleuve, frontière)	cross	traverser, franchir	motion/pass/cross	mouvement/passer/traverser	1742	TRAVERSE	verb
concepts-1083	1083	(sb) join with (one or more others)	(qn) se joindre à (un ou plusieurs autres)	assemble, gather	rassembler	together/separate/assemble	ensemble/à part/rassembler	1743	JOIN	verb
concepts-8230	8230	spleen	rate	spleen	rate	body/internal organ	corps/organe interne	1744	SPLEEN	noun
concepts-4903	4903	hip	hanche (au flanc)	hip	hanche	body/midsection	corps/milieu du corps	1745	HIP	noun
concepts-2460	2460	bladder	vessie	bladder	vessie	body/internal organ	corps/organe interne	1746	BLADDER	noun
concepts-8473	8473	stroll, take (a walk) (verb only)	se promener, faire (une promenade) (verbe seulement)	stroll, walk	promener	motion/walk	mouvement/marcher	1749	TAKE	verb
concepts-8588	8588	take (sth) (general word)	prendre (qch) (mot général)	take	prendre	take/get/pick up/catch	prendre/obtenir/prendre/attraper	1749	TAKE	verb
concepts-2967	2967	choose, select (sth)	choisir, sélectionner (qch)	choose	choisir	desire/need/choose	désir/besoin/choisir	1750	CHOOSE	verb
concepts-3457	3457	depart, leave, exit, go from (a place)	sortir de, quitter, partir de (un lieu)	depart, leave, exit	quitter, sortir, partir	motion/leave/exit	mouvement/quitter/sortir	1752	LEAVE	verb
concepts-5523	5523	leave, abandon (sb, sth)	abandonner, laisser (qn, qch)	leave, abandon	laisser, abandonner	motion/leave/exit	mouvement/quitter/sortir	1752	LEAVE	verb
concepts-2558	2558	bracelet	bracelet	bracelet	bracelet	jewelry/bracelet	bijoux/bracelet	1754	BRACELET	noun
concepts-4375	4375	get undressed, take one's clothes off, disrobe	se déshabiller, enlever ses habits	disrobe, undress	déshabiller	clothing/take off	vêtements/ôter	2326	TAKE OFF ONE'S CLOTHES	verb
concepts-9097	9097	undress (sb)	déshabiller (qn)	disrobe, undress	déshabiller	clothing/take off	vêtements/ôter	1755	UNDRESS	verb
concepts-9491	9491	widow (not yet remarried)	veuve (pas encore remariée)	widow	veuve	life/death/widow(er)	vie/mort/veuve/veuf	1756	WIDOW	noun
concepts-2281	2281	be tired, weary, suffering (physically)	ê. fatigué, souffrir (physiquement)	tired, weary, suffer	fatigué, souffrir	medicine/weariness	médecine/fatigue	1757	TIRED	adjective
concepts-3789	3789	elder sister (of man or woman)	sœur aînée (d'homme ou de femme)	sister	sœur	kinship/sister	parenté/sœur	1758	OLDER SISTER	noun
concepts-3783	3783	elder brother (of man or woman)	frère aîné (d'homme ou de femme)	brother	frère	kinship/brother	parenté/frère	1759	OLDER BROTHER	noun
concepts-9710	9710	younger brother (of man or woman)	frère cadet (d'homme ou de femme)	brother	frère	kinship/brother	parenté/frère	1760	YOUNGER BROTHER	noun
concepts-9715	9715	younger sister (of a woman)	sœur cadette (d'une femme)	sister	sœur	kinship/sister	parenté/sœur	1761	YOUNGER SISTER	noun
concepts-3035	3035	club, association (of friends)	association (d'amis)	association, club	association	friend/agemate	ami/contemporain	1763	CLUB	noun
