NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	POS
1508	I am sleepy			
1509	I am thirsty			
1510	I can (with verb phrase)			
1511	I cannot (with verb phrase)			
1512	I don't have, I lack			
1513	I entrust you to God			
1514	I feel guilty (remorseful)			
1515	I got angry			
1516	I have			
1517	I have partially slaked my thirst			
1518	I have slaked (quenched) my thirst (after drinking)			
1519	I have time (am free, to do sth)			
1520	I lost a sheep			
1521	I miss that			
1522	I pity him			
1523	I regret that			
1524	I resemble him			
1525	I want (sth)			
1526	Islamic law			
1527	Ivory Coast			
1528	Jamsay			
1529	Jamsay language			
1530	Jamsay-speaking zone near Douentza (including Dianwely, Boumbam, and Fombori)			
1531	Karambé (Dogon clan, speakers of Mombo and Donno-So )			
1532	Koran (book)			
1533	Koranic recitation during the divination of guilt with twigs (two antagonists or suspects stand with two sticks connecting their bellies while a third person recites Koran until one of the two falls sick)			
1534	Koranic school			
1535	Maouloud, holy day commemorating the Prophet's birth			
1537	Mossi			
1538	Mossi (Moore) language of Burkina Faso			
1539	Mossi-style scarifications (four on each cheek, from ears to chin)			
1540	Muslim fortune-teller (conjures images in water, or makes dots on paper)			
1541	Muslim holy day associated with cousinhood (joking relationships among cross-cousins or between certain ethnic groups) about one month after the Feast of the Ram			
1542	Muslim holy man, marabou			
1543	Muslim(s)			
1544	Nanga language			
1545	Nanga-speaking people			
1546	Nanga-speaking zone (mountainous)			
1547	Ogojimne (a Jamsay clan)			
1548	Ogoyara (a Jamsay clan)			
1549	Ongoiba (clan), Jamsay (excluding Gourou)			
1550	Papa! (respectful address form) (elder brother)			
1551	Pleiades (constellation associated with the hot season)			
1552	Ramadan, Muslim fasting month			
1553	Rasta sneakers (with buckle, worn by children for sports)			
1554	Rimaibe (Fulfulde-speaking ethnicity, former slaves)			
1556	Saudi-style headcloth in red-and-white checkerboard colors			
1557	Seiba (Mombo and Donno-So speaking clan)			
1558	Sigi, major Dogon ritual sequence performed every 60 years			
1559	Sigi-So, ritual language used in funeral rites			
1560	So-and-so, such-and-such (substitute for name)			
1561	Songhay			
1562	Songhay (of Gao)			
1563	Songhay (of Hombori)			
1564	Songhay (of Kikara)			
1565	Songhay language			
1567	Tabi language (Toro Tegu)			
1568	Tellem (ancient inhabitants of the mountains)			
1569	Tengou, member of Dogon group around Koro and Bankass			
1570	Tengou-Kan (a Dogon language)			
1572	Tiranige (=Duleri) (a Dogon language)			
1573	Tombo (Dogon ethnicity)			
1574	Tombo-So (Tommo-so) language			
1575	Tommo scarification style around Indalou village (men and women), from beside eyes downward			
1576	Tommo-speaking zone			
1577	Tommo-style oval shaped earthenware jar for fermenting and serving millet beer			
1578	Toro-So (a Dogon language)			
1579	Tuareg (person)			
1581	V-shaped metal ridge on inside and outside of a gun mechanism, supporting the gunpowder latch (the inside part fits into a groove in the stock)			
1583	Woru-Kan (a Dogon language, close to Tengou-Kan)			
1584	X-harvester (in compounds with a vegetable term or 'peanut' as iniitial)			
1585	Yanda Dom (Yanda language)			
1586	Yanogé (Mombo-speaking clan)			
1587	a breed of goat (large body, large ears)			
1588	a breed of goats (small ears)			
1589	a breed of goats (small)			
1590	a breed of goats (the most common breed locally)			
1591	a breed of goats (thick-haired)			
1592	a caste of Tommo leatherworkers (also make decorated rattling calabashes)			
1593	a child's disease involving soft, bulging fontanel (top of head)			
1594	a constellation (hunter and his dog), perhaps Orion plus Canis Major and/or Canis Minor			
1595	a disease of sheep and goats			
1596	a division of the blacksmith caste around Bandiagara specialized in making rifles			
1597	a division of the blacksmith caste in the plains			
1598	a film of milk has formed on its surface			
1600	a gravelly area near Anda village			
1601	a gravely area near Walo			
1602	a limb has become numb (termites have covered)			
1606	a lot remaining (intensifier)			
1607	a lot, a large quantity			
1608	a lot, considerably, very much (adverb)			
1610	a medicine for children (liquid from boiling leaves of tree Maerua crassifolia)			
1611	a periodic Jamsay rite where boys are sent out into the bush with traditional clothing and weapons			
1612	a single pointed sore on forehead of child (around age 4-5) that may leave a permanent mark			
1613	a small favor (asked of sb, not requiring motion, e.g. to pass on a message to sb if they come)			
1614	a spice seed for cream of millet (Ammodaucus)			
1615	a strong knot (for tying the ends of two ropes together)			
1616	a woman who is allowed to join the crowd where the masks are displayed in funeral rites			
1619	abaya (woman's full-body garment with veil)			
1622	able-bodied man (e.g. from around 17 to 40)			
1623	ablutions (washing before prayer)			
1624	abomasum (long, elastic fourth stomach of cud-chewing animal, connected to small intestine)			
1625	aboriginal, old-stock, member of the village or ethnic group that used to own the territory			
1626	about, concerning			
1629	above me			
1630	absence of moonlight (moon darkness)			
1631	absolutely not, in no way			
1632	absorb (liquid)			
1633	abundant froth (foam)			
1634	accept an act of God			
1637	accomplish (verb only)			
1638	accomplish a feat or task			
1639	accomplish what others could not do			
1640	accomplishment, achievement, feat			
1641	accusation			
1643	accustom (sb, to sth), get (sb) used (to sth)			
1644	acidic reflux, coughing up into the mouth of the contents of the stomach			
1645	acne, pimples on the faces of young men and women			
1646	act in a childish or headstrong fashion (without thinking)			
1647	act of arming for war			
1648	act of assigning areas of a field to each of a group of farmers for farming in an afternoon			
1649	act of baking round bread from ground millet between two stones			
1650	act of bobbing head			
1651	act of bowing and placing one's hands on one's knees (in prayer)			
1652	act of building a ridge around the edges of a roof (to channel rainwater to the gutter spouts)			
1653	act of carrying a child on one's back			
1654	act of carrying millet grain spikes from field to village			
1655	act of carving (wood)			
1656	act of catching			
1657	act of chasing			
1658	act of clearing (land) with an ax			
1659	act of clearing and cleaning up (field, for planting)			
1660	act of clearing one's throat (hawking) before spitting			
1661	act of consoling (e.g. weeping child)			
1662	act of cooking in pot with a little oil			
1663	act of courting (wooing) a woman for marriage			
1664	act of defecating			
1665	act of disputing, challenging (what sb else says)			
1666	act of doubling (sth)			
1667	act of entrusting (sb, sth) to God			
1668	act of entrusting (sth, to sb)			
1669	act of forging			
1670	act of formally counseling (a wayward young person)			
1671	act of frowning (eye line-drawing)			
1672	act of gathering trash			
1673	act of giving (bride)			
1674	act of going			
1675	act of going or coming out			
1676	act of helping out, of lending a hand			
1677	act of injecting a liquid purgative into the anus			
1678	act of joining (objects, at the ends) or soldering			
1679	act of laying eggs			
1680	act of laying mid-sized cross-beams across the main roof beam (frequently on the same day that the main beam is laid)			
1681	act of laying the main beam of a roof (on the first day of roof building)			
1682	act of mocking (sb)			
1683	act of obtaining			
1684	act of oversowing (millet seeds) widely after a short rain			
1685	act of pampering			
1686	act of pardoning, pardon (noun)			
1687	act of pawing the ground (cognate noun)			
1688	act of pounding (grain etc.) with mortar and pestle			
1690	act of pounding (millet spikes, to dislodge grains)			
1691	act of raising hands to head (in prayer)			
1692	act of re-clearing a field during the dry season			
1693	act of rearing (of horse)			
1694	act of restraining (fighters)			
1695	act of running			
1696	act of saying one's beads			
1697	act of seeking attention from others			
1698	act of settling (sw)			
1699	act of sharing, act of dividing up			
1700	act of sharpening old blades (axes, knives, pick-hoes)			
1701	act of showing force			
1702	act of sitting			
1703	act of sitting up (in prayer, after a prosternation)			
1704	act of skimming water from the top of a dirty well			
1706	act of slashing earth (to plant seeds)			
1707	act of slashing earth irregularly (not in rows)			
1708	act of slashing earth with pick-hoes in two or more rows, in unison, in a field			
1709	act of smearing excrement on udder to discourage suckling			
1710	act of snapping one's fingers			
1711	act of sowing (seeds) in a pit with manure			
1712	act of sowing (seeds) in a pit with manure after the first rains			
1713	act of sowing in a slightly moist field			
1714	act of sowing on mounds or plowed ridges in a field after a rain (one makes small holes, sows the seeds, then covers them by kicking earth on them and stomping)			
1715	act of speaking nonsense (like a fool, or one sleeping)			
1716	act of spending the night			
1717	act of standing			
1718	act of staying			
1719	act of stopping			
1720	act of surviving, narrow (lucky) escape, salvation (from danger)			
1721	act of swaying side to side			
1722	act of taking (sth) away (from sb)			
1723	act of taking millet grain spikes to pile at side of field			
1724	act of taking sides, of being one-sided or biased (in a dispute)			
1725	act of teasing			
1726	act of thickening into a dark syrup			
1727	act of tickling			
1728	act of trying to pacify (people in a fight)			
1729	act of uprooting			
1730	act of using amulets and verses (e.g. to cure a disease)			
1731	act of walking			
1733	act of waving (one's arm or a small cloth), with a sweeping motion			
1734	act of waving (sth, with a sweeping motion of one's arm)			
1735	act of wooing a much-sought-after woman for marriage, along with other hopefuls			
1736	act of writing			
1737	act or speak brazenly to (sb)			
1738	act, deed, what (sb) has done			
1739	acts that are licit (not prohibited by Islam)			
1740	add (e.g. rice grains) to food cooking in pot			
1741	add (flour) to the food cooking in a pot (verb only)			
1742	add more			
1743	add sifted millet flour (into cooking pot) (verb plus noun)			
1744	adding one layer of brick going around the entire circumference of wall (in construction)			
1746	adjutant (military rank)			
1747	adolescent koranic student			
1748	adopt (innovation)			
1749	adorn (hairstyle, with coins)			
1750	adorn (house interior) with hanging textiles (on walls and cabinets)			
1751	adorn (sb, sth), make (sb) look good			
1752	adult disease involving an outbreak of tiny blister-like sores on the back and shoulders			
1753	adult man chosen by young men or by young women of the village as their ritual leader and as a kind of godfather			
1754	aerial root (of fig trees)			
1757	after ..., when ...			
1758	after negation: (not) anything			
1763	agemate (born in the same year)			
1764	agemate, peer, contemporary (of sb, e.g. born within a couple of years of each other)			
1765	aggressive provocation (of sb)			
1767	ah woe! alas! (said on hearing bad news)			
1768	aim at (target)			
1769	aimless person who tends to follow the crowd (chicken tail)			
1773	ajar, slightly open (door) (adverb)			
1774	align (chopped-off branches of roughly similar length) side by side before tying them into a bundle for carrying on the head			
1775	align the ends of (e.g. millet grain spikes in a bundle) so that none sticks out			
1776	align, arrange (objects) in a line (one behind the other)			
1777	align, put (e.g. two sticks) side by side			
1778	all day, entire daytime			
1779	all of us			
1780	all right, okay			
1781	all the millet			
1782	all the way to, as far as (place)			
1783	all together (adverb)			
1786	all-purpose magician-healer (often beneficent)			
1787	allow (pile of fresh mud-manure mix) to ferment			
1788	allow (sb) to do as he wishes			
1789	allow (sb) to escape			
1790	allow cattle to graze in harvested fields (December-January)			
1791	allusive gossip (e.g. about a co-wife)			
1792	almond-like wild-date nut inside the thick shell of the pit (can be eaten, or oil can be pressed from it)			
1793	almost alongside (but one a little behind the other, like vehicles in different lanes) (adverb)			
1794	almost do (verb)			
1795	almost ripe (wild grape)			
1796	almost ripe tamarind pods, lightly pounded, sold in markets (used e.g. as flavoring for cream of millet)			
1798	alms (given to poor)			
1801	also, too			
1802	alternative koranic verses recited in twig-divination			
1804	amazement, astonishment			
1805	amber (all types)			
1806	amen! (reply to a greeting wishing one well)			
1807	amidst, among (people)			
1808	amidst, in the middle of (sth)			
1809	amount (e.g. of earth) taken in both hands			
1810	amount (e.g. of millet grain spikes) taken in both hands			
1811	amount added			
1812	amount of money (that one has on oneself)			
1813	amount of water held in one cupped hand			
1814	amount to, add up to (a sum)			
1816	amulet sewn into one's hat (protects from blows)			
1817	amulet worn on a woman's wrap (garment)			
1818	amulet worn on arm			
1819	amulet worn on cord around neck			
1820	amulet worn on the hip			
1824	an animist idol with an annual celebration			
1825	an area of bare gravely land west of Dianwely Kessel			
1826	an older child or young man who comes to protect a child who is being beaten up or bullied by other children			
1827	analyse			
1830	ancient, very old (object)			
1832	and so forth, etcetera			
1833	and then (past-time same-subject anterior subordinator)			
1834	and then ... (past-time different-subject anterior subordinator)			
1835	angel			
1837	anguish that gnaws at one's heart (as when one is held back from retaliating for an offense)			
1838	animal (usually a goat) slaughtered to celebrate finishing the very difficult first round of weeding the fields			
1839	animal disease (esp. of goats) spread by fleas, involving sores on the mouth and feet			
1840	animal disease (large sores on body), esp. of goats			
1841	animal fat (in meat)			
1842	animal market (at edge of regular weekly market)			
1843	animal pen in a village (with mud-brick or stone walls)			
1844	animal pen in a village with stone walls			
1845	animal pen in the bush made from stones			
1846	animal pen made with thorn branches			
1847	animal pulmonary disease in which the lungs collapse, characterised by loss of weight in the animal			
1848	animal pulmonary disease involving swelling of snout			
1849	animal's drinking trough next to well, surrounded by wooden poles			
1850	animal-hide bellows			
1851	animist idol of the founding family of a village, in the custody of a male descendant			
1853	ankle necklace with interlocking chains			
1854	ankle necklace with large red beads			
1855	anklebone (on inside or outside of foot)			
1856	anklebone on the outside of the foot			
1857	anklet, ankle ring (all types)			
1858	anklet, ankle ring (with ends that can be separated)			
1860	announcement			
1861	annoying chatter, constant trivial talk			
1862	annual Antogo fish-fest (at Bamba village)			
1863	annual festival in many villages, now most notably in Yendouma village around March-April (salute to chiefs, rifle shooting, children beat toy tomtoms, concluding procession to market with some male-to-female cross-dressing)			
1864	annual festival in the Nanga-speaking zone (Wakara, Soroni, Kono) around February			
1866	antenna (e.g. of grasshopper)			
1867	antenna-like projections in woman's hairdo			
1869	anthrax, a formerly fatal, fast-striking cattle disease transmissible to humans from eating meat (extinct since around 1980)			
1873	any ax whose handle has a curve or hook at one end that fits into a metal sleeve in back of the blade			
1874	any inner room in a house (bedroom or storage room)			
1875	any net-like object that one can easily see through			
1876	any of several conditions involving hardening (callusing) or darkening of the skin			
1877	apart, a short distance away			
1878	apical ancestor (the most distant in normal genealogical reckoning)			
1879	apparition (premonition of one's imminent death)			
1880	applause, clapping			
1881	apply a hot compress (of leaves or large rag) to a sprained joint			
1882	apply wet earth (in building a new roof)			
1883	apply wet earth to (a surface) by pressing			
1886	approximately, roughly, around (a certain quantity)			
1887	area at edge of village for defecating			
1888	area at edge of village where women pound millet spikes in large mortars			
1889	area at edge of village where women pound millet spikes on rocks			
1890	area near house or in courtyard for pounding millet in mortars			
1891	area next to ear (on cheekbone side)			
1892	area on the sides of the ear			
1893	area outside a home			
1895	area where the community prays together at the beginning of major Muslim holy days			
1896	area with benches where old men sit			
1897	area with boulders and rocks (e.g. on lower slope of inselberg)			
1898	area with hard black stone used for bullets (perhaps an ancient iron quarry)			
1901	armory, arsenal, small round house (or construction in a cave) belonging to a family, for storing weapons			
1903	aromatic tubers of the sedge Cyperus articulatus, strung together in necklaces			
1904	around there (that same place)			
1905	around, in the vicinity of			
1906	arrange (e.g. peanuts) in small bunches (on a selling stand)			
1908	arrange (objects) in a straight row			
1909	arrange and leave in bunches (for sale)			
1912	arrest, apprehend, capture (sb)			
1913	arrive at, reach			
1915	arrogance (e.g. of sb who takes things without asking)			
1916	arrogant person			
1918	arrow poison (formerly from Strophanthus shrub)			
1919	artificial flat-topped mound of earth (used as a bed, or to put objects on)			
1920	as much (as another) (adverb)			
1925	ask a blessing (from God)			
1926	ask a question of (sb)			
1927	ask a small favor (of sb, not requiring motion)			
1928	ask for pardon, excuse oneself			
1929	ask questions to long-lost relatives (met e.g. at a funeral or other large gathering)			
1930	ask the price			
1933	assess, evaluate			
1934	assistant, deputy			
1938	at my place			
1940	at the (regular) place of (sth)			
1943	at the tail end (of a procession, caravan, etc.) (adverb)			
1944	atilt, tilting (adverb)			
1945	attach (belt)			
1946	attach (earring, through a hole in the ear)			
1947	attach (front and rear parts of circumcised boy's loincloth)			
1948	attach (silver coins) to a tuft of hair on the side of the head			
1949	attach blade (of ax or hoe) to the wooden handle by inserting the pin at the back of the blade into a hole in the end of the handle			
1951	attach in a row (coins in hairstyle)			
1952	attach one's belt			
1953	attach red ornaments to a necklace over the throat			
1954	attach, pin (silver coins) to a necklace over the nape			
1955	attachment to necklace worn over the nape (coins, red disks, etc.)			
1958	attain (e.g. the age of adulthood)			
1959	attend a Koranic school, be a Koranic-school pupil			
1960	attentiveness, mental sharpness			
1962	authorization, permission			
1963	authorize (sb, to do sth)			
1966	awareness (of sth)			
1967	awe, respectful deference mixed with timidity (in front of a great personnage)			
1968	awesomeness, majesty, powerful aura making other people feel inferior (e.g. that radiates from a dignitary)			
1969	awl for penetrating leather			
1974	ax for mortars with sharp bend in middle of handle, the end of which fits into the sleeved back of a narrow and slightly curved blade, for carving the interior of mortars with vertical strokes, also used for carving out apiaries in tree trunks			
1975	ax for trimming green branches (large triangular blade, small hook at end of handle with a hole into which the pin on the back of the blade is inserted, for one hand)			
1976	baa (sound of sheep bleating)			
1977	bachelor, unmarried young man			
1979	back of leg			
1980	back of skull (above nape)			
1981	back of the hand			
1984	backing (flat metal plate) on opposite side of the cock of a gun (has two screws that go through to the other side)			
1985	backward-facing talon (on claw of bird)			
1990	baggage, portable possessions			
1991	baggy pants (to just below knees)			
1992	bake (bread) in an oven			
1993	bake (ground millet) between two hot stones			
1994	bake (round bread from ground millet) between two hot stones (verb only)			
1995	balance or carry (e.g. jar) on one's head without using one's hands			
1996	ball of wet earth (carefully shaped, smooth-surfaced)			
1999	ball-shaped handful (of food)			
2002	balls of brown, dry pounded onion bulb (sold in markets as a spice)			
2003	balls of filtered and boiled solid soda ash			
2004	balls of ground or pounded sesame made with a little hot water			
2005	balls of mash from peanuts after oil is extracted, cooked with e.g. roselle leaves (sold in markets)			
2006	balls of mash from peanuts or sesame after oil is extracted, cooked with roselle leaves (sold in markets)			
2007	balls of mash from sesame after oil is extracted, cooked with roselle leaves (sold in markets)			
2008	balls of millet flour (cooked in sauce)			
2009	balls of millet flour cooked with ground cottonseed			
2010	balls of pounded peanuts (with some millet)			
2012	bamboo arrow			
2014	band, section (of traditional cotton cloth)			
2015	bandit, highway robber			
2016	baobab bark			
2017	baobab flower (specific word)			
2018	baobab fruit			
2019	baobab fruit (ripe but not dry)			
2020	baobab fruit (unripe, not fully shaped)			
2021	baobab fruit that has not yet opened			
2022	baobab fruit that has opened			
2023	baobab leaves (for green sauce)			
2024	baobab seed			
2026	baobab tree reserved for fruit			
2027	baobab tree reserved for leaves (as opposed to for fruit)			
2028	bar of (modern) soap			
2029	bar or chunk of clear crystalline salt (medicinal)			
2031	bare-chested			
2032	bared, sticking out (teeth, thorns)			
2034	barking (of dog)			
2035	barrel of rifle			
2036	barren area in plains with abundant gravel			
2038	base of granary			
2039	base of spear (e.g. for planting in sand)			
2041	basin used by a diviner to conjure the image of the guilty one in water			
2042	basket for reaping wild fonio grains			
2043	basket for scooped-up trash			
2044	basket for weaver's gear			
2045	basket made with branches used to filter fruit juices (tamarind, wild grape)			
2046	basket with round base woven from doum-frond strips, carried on head (e.g. to markets)			
2047	basket with wooden neck and squared bottom, woven from palm leaf or from strips of tree branches			
2048	basket-maker (occupation, not a caste)			
2049	bassam (expensive fabric for boubous)			
2051	bathe (oneself) quickly by splashing water on oneseld (without soap)			
2052	bathe (oneself) with water but without soap			
2053	bathe (sb) with water but without soap			
2056	bawling, loud weeping			
2057	be VPing (progressive positive suffix or aux)			
2058	be a dandy			
2060	be a showboat (show-off), be a wise guy			
2061	be a sissy, not be a man			
2064	be afflicted by leprosy			
2067	be an obligation			
2068	be anxious to start eating			
2069	be anxious, can't wait (e.g. for a visitor to arrive)			
2070	be as much as (sth), be the equal of (sb)			
2071	be as tall as (sb, sth)			
2073	be asleep (stative)			
2074	be at fault, be in the wrong (in a case)			
2076	be aware of (sth)			
2079	be bigger than (suppletive stem)			
2080	be blessed (with success)			
2081	be boastful, speak and walk arrogantly			
2082	be capable of, be able to afford			
2085	be consecutive, (e.g. years) follow each other			
2088	be dazed (e.g. from hunger or from being struck on the head)			
2089	be deeply touched, be touched in one's heart (by sb or sth)			
2091	be disoriented, act strangely (e.g. due to a sickness)			
2092	be divided into subgroups (verb only)			
2093	be dizzy			
2095	be dynamic, physically energetic			
2096	be early morning (from pre-dawn prayer to 6 AM)			
2097	be enough for (sb)			
2101	be fearless, be heroic			
2102	be fearless, be heroic (verb only)			
2103	be fed up (with sth), be sick and tired (of sth, e.g. a food)			
2104	be flat and small (e.g. hand, hand-fan)			
2105	be following (sb) (stative)			
2107	be fragile, easily broken			
2109	be furious, blow up with anger			
2111	be ground into powder			
2114	be hidden (stative)			
2116	be impatient for it, be anxious to get it (sth that has been promised or not delivered)			
2118	be in a crack or narrow gap (e.g. between toes or parallel roof beams)			
2119	be in a hurry (e.g. to eat)			
2120	be in death throes, flail around as one is dying			
2121	be in fashion			
2122	be in need, be needy			
2123	be in shape (physically), be in form, be fit			
2124	be involved			
2125	be jealous of (e.g. a co-wife, rival)			
2126	be kidding (not serious)			
2127	be kidding, have a conversation with much laughter			
2131	be mid-morning (9-10 AM)			
2132	be missing sth, be incomplete			
2133	be more successful than (sb) (in money, size of herd, schoolwork, etc.)			
2136	be nearly dead, be on the verge of death			
2137	be nearly finished with, approach the end of (a big job)			
2138	be nervous or diffident, feel humble (in front of a dignitary)			
2139	be nomadic, be itinerant			
2140	be obtainable (available)			
2159	be out of sight, be lost to view, be hidden			
2160	be part of, be included in (sth)			
2161	be pinned in place by sth (e.g. garment on clothesline, with a clothespin)			
2162	be pleasant (cool) weather			
2164	be polite to (sb, e.g. by greeting them)			
2165	be possessive (verb only)			
2166	be profitable			
2167	be protected (e.g. by God)			
2169	be punctured, have a hole			
2170	be put in (sth)			
2171	be reduced			
2172	be renowned			
2173	be restless, always in movement			
2174	be resuscitated, come back to life			
2176	be rivals, compete			
2178	be seen			
2180	be silent for a moment, interrupt one's speech for a moment			
2182	be sitting (stative)			
2185	be squatting (stative)			
2187	be stronger (than sb)			
2188	be stronger than, able to defeat (sb) (verb only)			
2190	be sugary (in taste)			
2192	be the winner, be the champion, be the best (e.g. in a competition)			
2195	be tolerant (e.g. a parent, of children)			
2196	be too much, be excessive			
2197	be tricky, furtive			
2198	be ungrateful			
2200	be useful			
2201	be very worried (e.g. about a sick relative)			
2202	be wary of, observe carefully (an enemy or sth dangerous)			
2203	be wasteful, inflict damage			
2206	be worried or anxious, fret			
2210	bear a grudge (against sb)			
2213	bearded man			
2215	beat (ginned cotton) with a stick			
2216	beat (sb) savagely, brutally			
2219	beat up, thrash (sb) seriously with multiple blows			
2221	beautiful decorated ceremonial rifle with short barrel (uses a little gunpowder, report not so loud)			
2223	because of what?			
2226	become __ (with expressive adverbial, e.g. bě:-)			
2227	become an elongated half-sphere (like a calabash with two opposite sides flattened)			
2228	become big or bigger			
2230	become blind			
2232	become fat (corpulent)			
2233	become friends			
2235	become good			
2236	become half-ripe (tamarind, wild date)			
2237	become half-ripe but hard (e.g. mango, karite, Detarium)			
2238	become hard, not yet fleshy (fruit)			
2239	become heavy			
2240	become invisible (verb only)			
2241	become invisible, vanish into thin air			
2242	become knowledgeable, enlightened (e.g. by traveling)			
2243	become massive, stout			
2244	become more or less deaf or hard of hearing			
2246	become pretty, become beautiful			
2248	become sharply crooked			
2249	become slightly crooked or curvy			
2250	become small			
2251	become solid and hard (like ice)			
2252	become somewhat rotten (with bad smell)			
2253	become spotted			
2254	become straight and long			
2255	become straight, be stretched out straight			
2256	become tall			
2257	become well-nourished			
2258	become white			
2259	become woolly, (hair) become unkempt			
2260	bedding (sheets etc., laid on ground)			
2261	bedding mat (from millet stems and branches, laid on a wooden bed base)			
2262	bedroom of man with more than one wife			
2264	beehive (made by bees) in rocks			
2265	beer in porridge form			
2269	beg forgiveness of, throw oneself at the feet of (sb)			
2270	beggars (e.g. refugees from a distressed village)			
2271	begin Muslim prayer by saying God is great! in Arabic			
2274	beginning of Muslim prayer (when one says God is great! in Arabic)			
2275	behave in a criminal way toward (sb)			
2276	behave inimically toward (sb)			
2278	behind me			
2279	behind you-Sg			
2281	being a Songhay			
2282	being a cry-baby			
2283	being a good-for-nothing adult			
2284	being a sissy, not being a man			
2285	being accustomed (noun)			
2286	being alarmed, startled, shocked (by a sudden event, amazing news, etc.)			
2287	being free (after a period of punishment, confinement, or labor) (adverb)			
2288	being heavy, heavily (adverb)			
2289	being hot-tempered (irascible), having a fiery temper			
2290	being lightweight (adverb)			
2291	being runty and weak (adverb)			
2293	being sick and tired, fed up			
2295	being totally out of shape physically (body-death)			
2296	being well, being fine (in greetings)			
2300	belching, burp (noun)			
2304	bell for bell dance			
2305	bell-shaped metal percussion instrument beaten with a stick			
2306	bellowing (of billy-goat in rut)			
2307	bellowing (of male camel in rut)			
2308	bellows (blower) in a blacksmith's forge			
2311	below me, under me			
2314	belt cord of pants			
2317	beret (e.g. of soldier)			
2318	beside me, next to me			
2320	bestow a name on (newborn child)			
2324	betrothal at birth, engagement to wed (agreed to by the two sets of parents)			
2325	betrothal several years after birth (of a girl, by her parents)			
2326	better than before (said of sb or sth bad that has finally done sth good) (adjective)			
2327	between ... and ...			
2328	between us, among us			
2329	biceps			
2331	big river (e.g. Niger)			
2332	big toe			
2335	big-bellied			
2336	big-bellied (insect)			
2337	bilharzia, schistosomiasis (parasitic worm disease producing blood in urine)			
2338	billygoat (castrated)			
2339	billygoat (emasculated by crushing)			
2340	billygoat (uncastrated)			
2342	bind (two objects) together along their sides			
2344	bird trap made with clay and horse hairs			
2345	bird trap with a sharp point			
2346	bird trap with sticky mix of milky latex (Euphorbia balsamifera) and pounded grains (Acacia nilotica)			
2347	bit (mouthpiece for horse etc.)			
2348	bite off (a piece)			
2349	bite off outer layer of (sugar cane)			
2350	bite one's lower lip (in anger)			
2352	bitter-tasting (adverb)			
2353	blabbermouth, one who speaks a lot			
2354	black and white (black-eyed) cow-pea (high-quality)			
2356	black igneous rock			
2357	black incense made from gum arabic mixed with aromatic substances such as cloves			
2358	black native soap			
2359	black spice for cream of millet (Xylopia aethiopica, Negro pepper or grains of Selim)			
2360	black velvet (especially for women's garments)			
2362	black-dyed border (hem) of doum-frond mat			
2363	black-hearted person (capable of any crime)			
2364	black-skinned person, African			
2365	blackened part of a tree (agama lizard's semen)			
2366	blackish blue indigo dye			
2367	blackish clay (primary material for pottery)			
2368	blackish earth, loam (moist, good for farming)			
2369	blacksmith's hammer with sleeved back of blade fitting over hook in handle			
2370	blacksmith's mallet (all-metal, no wooden handle)			
2371	blacksmith's work shed			
2374	blade of long-handled pick-hoe			
2376	blank sheet of paper			
2378	blazing (sun) (adverb)			
2380	blessing (for future good luck) come to pass, become reality			
2383	blinders (for horse)			
2384	blinding light (adverb)			
2385	blindness			
2387	blinking (noun)			
2389	blithely unaware (e.g. of approaching danger) (adverb)			
2390	bloated, distended (belly, etc.)			
2391	block (e.g. of wood) xxx			
2392	block (grazing animals) from entering a field			
2394	blood disease, kidney disease			
2395	blood in urine (red stain)			
2396	blood relatives of father (eligible to inherit)			
2397	blood relatives of mother (eligible to inherit)			
2398	bloody nose, nosebleed			
2399	blotched, with large spots (as in bogolan clothing) (adverb)			
2402	blow off (e.g. peanut skins)			
2403	blow on (e.g. fire)			
2404	blow one's nose			
2406	blue dye (modern)			
2407	blue velvet (especially for women's garments)			
2411	bob (head) up and down (like agama lizard)			
2412	bobbin (cylindrical spindle) in the shuttle of a weaver's loom, around which the cotton thread is wound			
2413	bobbin and its rod in the shuttle of a weaver's loom			
2415	bogolan (brown and yellow dyes for traditional hunters' garments, now sold to tourists)			
2418	boiled-down milk			
2420	bolt for screwing in rifle mechanism			
2422	bone behind ear (mastoid process)			
2423	bone disease caused by and treated by sorcery (sorceror leaves sth near a tree to sicken people who pick fruits from it)			
2424	bone fracture (noun)			
2425	bone under lower eyelid			
2426	bones around eye socket			
2433	boubou (all types that reach more or less to feet)			
2434	boubou (elegant, to below knees, top out to hands but cut back at at knees)			
2435	boubou (front & back separated under arms)			
2436	boubou (large and elegant, to ankles, top extends out to cover arms, frequently pulled up onto the shoulder, open slit on sides)			
2437	boubou (large, like dollonke, many folds, often lifted onto shoulder)			
2438	boubou (large, similar to dollonke)			
2439	boubou (no slits on side or under neck)			
2441	boubou (round neck hole, elbow-length sleeve)			
2442	boubou (simple, open sides, for herders)			
2443	boubou (sleeve to elbow, does not reach knee)			
2444	boubou (to ankle, long-sleeved, wide round neck opening, sometimes white, worn especially by holy men or on Fridays)			
2445	boubou (to feet, long-sleeved, no V-neck)			
2446	boubou (to knees, open slit under sleeve, sleeve elbow-length or shorter, pockets)			
2449	boubou (woman's, sleeveless, dress-like, small side slit under arm)			
2450	boubou reaching to above or just below knees (long- or short-sleeved, often worn under a larger boubou)			
